local_measurement_index,sample_index,output_power_sum_w,output_power_sum_uw,switch_current_failure_count,upload_attempts,target_input_power_uw,output_power_limit_uw,output_power_limit_exceeded,repair_reason,feature_0,input_voltage_0,output_power_w_0,output_power_uw_0,feature_1,input_voltage_1,output_power_w_1,output_power_uw_1,feature_2,input_voltage_2,output_power_w_2,output_power_uw_2,feature_3,input_voltage_3,output_power_w_3,output_power_uw_3,feature_4,input_voltage_4,output_power_w_4,output_power_uw_4,feature_5,input_voltage_5,output_power_w_5,output_power_uw_5,feature_6,input_voltage_6,output_power_w_6,output_power_uw_6,feature_7,input_voltage_7,output_power_w_7,output_power_uw_7
153,153,8.61565713e-05,86.1565713,0,1,77.1764705882353,,False,,0.0,4.318,2.683766e-07,0.2683766,0.0,4.261,1.990247e-07,0.1990247,0.0,4.164,3.355329e-05,33.553290000000004,0.0,4.23,1.854906e-07,0.1854906,0.6431372549019608,3.612,2.59982e-05,25.9982,0.0,4.329,4.735636e-06,4.735636,0.0,3.995,2.046746e-05,20.46746,0.0,4.294,7.490934e-07,0.7490934
154,154,9.17735323e-05,91.7735323,0,1,97.41176470588236,,False,,0.0,4.318,1.053298e-06,1.053298,0.8117647058823529,3.885,4.725661e-05,47.25661,0.0,4.164,2.666136e-06,2.666136,0.0,4.23,2.317507e-05,23.17507,0.0,3.977,1.731288e-06,1.731288,0.0,4.329,1.436155e-05,14.36155,0.0,3.995,3.990173e-07,0.3990172999999999,0.0,4.294,1.130563e-06,1.130563
155,155,7.68502522e-05,76.8502522,0,1,89.88235294117646,,False,,0.0,4.318,3.2578e-07,0.32578,0.0,4.261,4.69484e-07,0.469484,0.7490196078431371,3.793,3.19675e-05,31.9675,0.0,4.23,3.186242e-07,0.3186242,0.0,3.977,1.780606e-05,17.80606,0.0,4.329,1.728708e-06,1.728708,0.0,3.995,2.28278e-05,22.8278,0.0,4.294,1.406296e-06,1.406296
156,156,7.118582319999999e-05,71.1858232,0,1,77.1764705882353,,False,,0.0,4.318,2.788942e-07,0.2788942,0.0,4.261,4.168338e-05,41.68338,0.0,4.164,2.036216e-06,2.036216,0.6431372549019608,3.893,1.624783e-05,16.24783,0.0,3.977,1.470942e-06,1.470942,0.0,4.329,8.041485e-06,8.041485,0.0,3.995,2.92877e-07,0.292877,0.0,4.294,1.134199e-06,1.134199
157,157,2.864747672e-05,28.64747672,0,1,23.52941176470588,,False,,0.0,4.318,2.089962e-07,0.2089962,0.0,4.261,1.54842e-07,0.154842,0.0,4.164,8.205635e-06,8.205635000000001,0.0,4.23,1.054392e-08,0.01054392,0.196078431372549,3.786,8.258961e-06,8.258961,0.0,4.329,3.347973e-06,3.347973,0.0,3.995,7.560274e-06,7.560274,0.0,4.294,9.002516e-07,0.9002515999999999
158,158,8.501352820000001e-05,85.0135282,0,1,89.88235294117646,,False,,0.0,4.318,9.997899e-07,0.9997899,0.7490196078431371,3.901,4.381069e-05,43.81069,0.0,4.164,2.634819e-06,2.634819,0.0,4.23,2.134612e-05,21.34612,0.0,3.977,1.674894e-06,1.674894,0.0,4.329,1.302735e-05,13.02735,0.0,3.995,3.929613e-07,0.3929613,0.0,4.294,1.126904e-06,1.126904
159,159,2.31992478e-05,23.1992478,0,1,23.52941176470588,,False,,0.0,4.318,2.334429e-07,0.2334428999999999,0.0,4.261,1.338015e-05,13.38015,0.0,4.164,1.752172e-06,1.752172,0.196078431372549,4.051,4.42487e-06,4.42487,0.0,3.977,1.207526e-06,1.207526,0.0,4.329,8.917206e-07,0.8917206000000001,0.0,3.995,2.292963e-07,0.2292962999999999,0.0,4.294,1.08007e-06,1.08007
160,160,4.865269054e-05,48.65269054,0,1,45.17647058823529,,False,,0.0,4.318,2.317578e-07,0.2317577999999999,0.0,4.261,1.748914e-07,0.1748914,0.0,4.164,1.669116e-05,16.69116,0.0,4.23,3.803774e-08,0.03803774,0.3764705882352941,3.716,1.444395e-05,14.44395,0.0,4.329,3.95998e-06,3.95998,0.0,3.995,1.228116e-05,12.281160000000002,0.0,4.294,8.317536e-07,0.8317536
161,161,4.34872519e-05,43.4872519,0,1,45.17647058823529,,False,,0.0,4.318,2.575945e-07,0.2575945,0.0,4.261,2.566433e-05,25.66433,0.0,4.164,1.906008e-06,1.906008,0.3764705882352941,3.974,9.405104e-06,9.405104,0.0,3.977,1.346299e-06,1.346299,0.0,4.329,3.541661e-06,3.541661,0.0,3.995,2.505934e-07,0.2505934,0.0,4.294,1.115662e-06,1.115662
162,162,0.0001002657763,100.2657763,0,2,93.6470588235294,,False,,0.0,4.318,2.83103e-07,0.283103,0.0,4.261,2.046327e-07,0.2046327,0.0,4.164,4.008421e-05,40.08421,0.0,4.23,2.590743e-07,0.2590743,0.7803921568627451,3.577,3.029493e-05,30.29493,0.0,4.329,4.985074e-06,4.985074,0.0,3.995,2.343832e-05,23.43832,0.0,4.294,7.164323e-07,0.7164323
163,163,8.60464934e-05,86.0464934,0,1,93.6470588235294,,False,,0.0,4.318,2.840783e-07,0.2840783,0.0,4.261,5.006943e-05,50.06943,0.0,4.164,2.086797e-06,2.086797,0.7803921568627451,3.855,1.995607e-05,19.95607,0.0,3.977,1.532261e-06,1.532261,0.0,4.329,1.064571e-05,10.64571,0.0,3.995,3.223451e-07,0.3223451,0.0,4.294,1.149802e-06,1.149802
164,164,1.356152576e-05,13.56152576,0,1,9.88235294117646,,False,,0.0,4.318,1.85471e-07,0.185471,0.0,4.261,1.313535e-07,0.1313535,0.0,4.164,2.411545e-06,2.411545,0.0,4.23,5.277776e-08,0.05277776,0.0823529411764705,3.861,3.533693e-06,3.533693,0.0,4.329,2.700604e-06,2.700604,0.0,3.995,3.588711e-06,3.588711,0.0,4.294,9.573705e-07,0.9573705
165,165,1.158931623e-05,11.58931623,0,1,9.88235294117646,,False,,0.0,4.318,2.08095e-07,0.208095,0.0,4.261,5.777176e-06,5.777176,0.0,4.164,1.60969e-06,1.60969,0.0823529411764705,4.117,1.59253e-06,1.59253,0.0,3.977,1.090516e-06,1.090516,0.0,4.329,2.401333e-08,0.02401333,0.0,3.995,2.303519e-07,0.2303519,0.0,4.294,1.056944e-06,1.056944
166,166,1.399620889e-05,13.99620889,0,1,10.35294117647058,,False,,0.0,4.318,1.87377e-07,0.187377,0.0,4.261,1.330447e-07,0.1330447,0.0,4.164,2.55613e-06,2.55613,0.0,4.23,5.053609e-08,0.05053609,0.0862745098039215,3.858,3.675669e-06,3.675669,0.0,4.329,2.716493e-06,2.7164930000000003,0.0,3.995,3.727947e-06,3.727947,0.0,4.294,9.490121e-07,0.9490121
167,167,9.31613774e-06,9.316137740000002,0,1,10.35294117647058,,False,,0.0,4.318,1.97713e-07,0.197713,0.0,4.261,4.142708e-06,4.142708000000001,0.0,4.164,1.563335e-06,1.563335,0.0862745098039215,4.136,1.043913e-06,1.043913,0.0,3.977,1.058066e-06,1.058066,0.0,4.329,2.601144e-08,0.0260114399999999,0.0,3.995,2.343843e-07,0.2343843,0.0,4.294,1.050007e-06,1.050007
168,168,5.123367540000001e-05,51.2336754,0,1,44.70588235294117,,False,,0.0,4.318,2.360897e-07,0.2360896999999999,0.0,4.261,1.772076e-07,0.1772076,0.0,4.164,1.780742e-05,17.80742,0.0,4.23,4.44235e-08,0.0444235,0.3725490196078431,3.708,1.52338e-05,15.2338,0.0,4.329,4.021121e-06,4.021121,0.0,3.995,1.288065e-05,12.88065,0.0,4.294,8.329636e-07,0.8329636
169,169,4.35200094e-05,43.5200094,0,1,44.70588235294117,,False,,0.0,4.318,2.605228e-07,0.2605228,0.0,4.261,2.569998e-05,25.69998,0.0,4.164,1.911358e-06,1.911358,0.3725490196078431,3.974,9.403748e-06,9.403748,0.0,3.977,1.346238e-06,1.3462379999999998,0.0,4.329,3.530628e-06,3.530628,0.0,3.995,2.503796e-07,0.2503796,0.0,4.294,1.117155e-06,1.117155
170,170,9.15993502e-05,91.5993502,0,1,106.8235294117647,,False,,0.0,4.318,3.459186e-07,0.3459186,0.0,4.261,5.256483e-07,0.5256483,0.8901960784313725,3.756,3.891903e-05,38.91903,0.0,4.23,4.306963e-07,0.4306963,0.0,3.977,2.124902e-05,21.24902,0.0,4.329,1.687496e-06,1.687496,0.0,3.995,2.698852e-05,26.98852,0.0,4.294,1.453021e-06,1.453021
171,171,6.92307419e-05,69.2307419,0,1,60.70588235294117,,False,,0.0,4.318,2.549052e-07,0.2549052,0.0,4.261,1.892014e-07,0.1892014,0.0,4.164,2.584297e-05,25.84297,0.0,4.23,1.082736e-07,0.1082736,0.5058823529411764,3.657,2.076536e-05,20.76536,0.0,4.329,4.414936e-06,4.414936,0.0,3.995,1.686189e-05,16.861890000000002,0.0,4.294,7.932057e-07,0.7932057
172,172,0.0001012112842,101.2112842,0,1,106.8235294117647,,False,,0.0,4.318,1.117424e-06,1.117424,0.8901960784313725,3.864,5.216493e-05,52.16493,0.0,4.164,2.707231e-06,2.707231,0.0,4.23,2.573284e-05,25.732840000000003,0.0,3.977,1.809742e-06,1.809742,0.0,4.329,1.612966e-05,16.12966,0.0,3.995,4.111902e-07,0.4111902,0.0,4.294,1.138267e-06,1.138267
173,173,5.7861232600000005e-05,57.8612326,0,1,60.70588235294117,,False,,0.0,4.318,2.742364e-07,0.2742364,0.0,4.261,3.405004e-05,34.05004,0.0,4.164,1.983199e-06,1.983199,0.5058823529411764,3.93,1.296119e-05,12.96119,0.0,3.977,1.417651e-06,1.417651,0.0,4.329,5.768344e-06,5.768344,0.0,3.995,2.719252e-07,0.2719252,0.0,4.294,1.134647e-06,1.134647
174,174,1.205139783e-05,12.05139783,0,1,8.470588235294112,,False,,0.0,4.318,1.82696e-07,0.182696,0.0,4.261,1.286983e-07,0.1286983,0.0,4.164,1.910037e-06,1.910037,0.0,4.23,6.416763e-08,0.06416763,0.0705882352941176,3.871,3.055551e-06,3.0555510000000004,0.0,4.329,2.60364e-06,2.6036400000000004,0.0,3.995,3.142141e-06,3.142141,0.0,4.294,9.644669e-07,0.9644669
175,175,7.35971369e-05,73.5971369,0,1,84.70588235294117,,False,,0.0,4.318,3.21785e-07,0.321785,0.0,4.261,4.557115e-07,0.4557115,0.7058823529411764,3.802,3.034472e-05,30.34472,0.0,4.23,2.934074e-07,0.2934074,0.0,3.977,1.711347e-05,17.11347,0.0,4.329,1.750479e-06,1.750479,0.0,3.995,2.190746e-05,21.90746,0.0,4.294,1.410104e-06,1.410104
176,176,9.96501998e-06,9.96501998,0,1,8.470588235294112,,False,,0.0,4.318,2.008911e-07,0.2008911,0.0,4.261,4.61913e-06,4.61913,0.0,4.164,1.577116e-06,1.577116,0.0705882352941176,4.13,1.200019e-06,1.200019,0.0,3.977,1.067265e-06,1.067265,0.0,4.329,1.327728e-08,0.01327728,0.0,3.995,2.336736e-07,0.2336736,0.0,4.294,1.053648e-06,1.053648
177,177,2.9683550310000003e-05,29.68355031,0,1,24.47058823529411,,False,,0.0,4.318,2.10524e-07,0.210524,0.0,4.261,1.558518e-07,0.1558518,0.0,4.164,8.622567e-06,8.622567,0.0,4.23,1.111061e-08,0.01111061,0.2039215686274509,3.782,8.578916e-06,8.578916000000001,0.0,4.329,3.398413e-06,3.398413,0.0,3.995,7.81121e-06,7.81121,0.0,4.294,8.949579e-07,0.8949579
178,178,8.04088594e-05,80.4088594,0,1,84.70588235294117,,False,,0.0,4.318,9.633033e-07,0.9633033,0.7058823529411764,3.913,4.14399e-05,41.4399,0.0,4.164,2.600154e-06,2.6001540000000003,0.0,4.23,2.014455e-05,20.14455,0.0,3.977,1.638003e-06,1.638003,0.0,4.329,1.210928e-05,12.10928,0.0,3.995,3.881731e-07,0.3881731,0.0,4.294,1.125496e-06,1.125496
179,179,2.340931e-05,23.40931,0,1,24.47058823529411,,False,,0.0,4.318,2.347366e-07,0.2347366,0.0,4.261,1.351032e-05,13.51032,0.0,4.164,1.758419e-06,1.7584190000000002,0.2039215686274509,4.05,4.470337e-06,4.470337,0.0,3.977,1.214654e-06,1.214654,0.0,4.329,9.087161e-07,0.9087161,0.0,3.995,2.287183e-07,0.2287183,0.0,4.294,1.083409e-06,1.0834089999999998
180,180,0.0001201160882,120.1160882,0,1,108.70588235294116,,False,,0.0,4.318,2.975854e-07,0.2975854,0.0,4.261,2.12747e-07,0.212747,0.0,4.164,4.933779e-05,49.33779,0.0,4.23,3.759893e-07,0.3759893,0.9058823529411764,3.53,3.638539e-05,36.38539,0.0,4.329,5.270123e-06,5.270123,0.0,3.995,2.755095e-05,27.55095,0.0,4.294,6.855135e-07,0.6855135
181,181,9.99240246e-05,99.9240246,0,1,108.70588235294116,,False,,0.0,4.318,2.925306e-07,0.2925306,0.0,4.261,5.779308e-05,57.79308,0.0,4.164,2.122453e-06,2.122453,0.9058823529411764,3.821,2.340773e-05,23.40773,0.0,3.977,1.581519e-06,1.581519,0.0,4.329,1.320066e-05,13.20066,0.0,3.995,3.53058e-07,0.353058,0.0,4.294,1.172994e-06,1.172994
182,182,0.0001209247730999,120.9247731,0,1,109.1764705882353,,False,,0.0,4.318,2.988604e-07,0.2988603999999999,0.0,4.261,2.123381e-07,0.2123381,0.0,4.164,4.980154e-05,49.80154,0.0,4.23,3.83373e-07,0.383373,0.9098039215686275,3.528,3.655427e-05,36.55427,0.0,4.329,5.293376e-06,5.293376,0.0,3.995,2.770266e-05,27.70266,0.0,4.294,6.783556e-07,0.6783556000000001
183,183,0.0001004274006,100.4274006,0,1,109.1764705882353,,False,,0.0,4.318,2.95143e-07,0.295143,0.0,4.261,5.806798e-05,58.06798,0.0,4.164,2.121492e-06,2.121492,0.9098039215686275,3.82,2.353182e-05,23.53182,0.0,3.977,1.581691e-06,1.581691,0.0,4.329,1.330531e-05,13.30531,0.0,3.995,3.530456e-07,0.3530455999999999,0.0,4.294,1.170919e-06,1.170919
184,184,8.9633036e-05,89.63303599999999,0,1,104.0,,False,,0.0,4.318,3.43352e-07,0.343352,0.0,4.261,5.170917e-07,0.5170916999999999,0.8666666666666667,3.761,3.801622e-05,38.01622,0.0,4.23,4.176393e-07,0.4176393,0.0,3.977,2.073775e-05,20.73775,0.0,4.329,1.682689e-06,1.682689,0.0,3.995,2.64701e-05,26.4701,0.0,4.294,1.448194e-06,1.448194
185,185,2.751169182e-05,27.51169182,0,1,22.11764705882352,,False,,0.0,4.318,2.060899e-07,0.2060899,0.0,4.261,1.539749e-07,0.1539749,0.0,4.164,7.729857e-06,7.729856999999999,0.0,4.23,1.061052e-08,0.01061052,0.184313725490196,3.791,7.900407e-06,7.900407,0.0,4.329,3.336246e-06,3.336246,0.0,3.995,7.27654e-06,7.27654,0.0,4.294,8.979665e-07,0.8979665
186,186,9.92113998e-05,99.2113998,0,1,104.0,,False,,0.0,4.318,1.100262e-06,1.100262,0.8666666666666667,3.869,5.116338e-05,51.16338,0.0,4.164,2.699086e-06,2.6990860000000003,0.0,4.23,2.520197e-05,25.201970000000003,0.0,3.977,1.798972e-06,1.798972,0.0,4.329,1.569999e-05,15.69999,0.0,3.995,4.087298e-07,0.4087298,0.0,4.294,1.13901e-06,1.13901
187,187,6.35187987e-05,63.5187987,0,1,73.88235294117648,,False,,0.0,4.318,3.090051e-07,0.3090051,0.0,4.261,4.196832e-07,0.4196832,0.615686274509804,3.829,2.562179e-05,25.62179,0.0,4.23,2.233604e-07,0.2233604,0.0,3.977,1.477501e-05,14.77501,0.0,4.329,1.788027e-06,1.788027,0.0,3.995,1.899815e-05,18.99815,0.0,4.294,1.383773e-06,1.383773
188,188,2.17788067e-05,21.7788067,0,1,22.11764705882352,,False,,0.0,4.318,2.29973e-07,0.2299729999999999,0.0,4.261,1.249594e-05,12.49594,0.0,4.164,1.74129e-06,1.74129,0.184313725490196,4.058,4.056665e-06,4.056665,0.0,3.977,1.20342e-06,1.20342,0.0,4.329,7.353121e-07,0.7353121,0.0,3.995,2.298756e-07,0.2298755999999999,0.0,4.294,1.086331e-06,1.0863310000000002
189,189,1.262937992e-05,12.629379919999998,0,1,8.941176470588232,,False,,0.0,4.318,1.85492e-07,0.185492,0.0,4.261,1.295775e-07,0.1295775,0.0,4.164,2.091814e-06,2.091814,0.0,4.23,5.993312e-08,0.05993312,0.0745098039215686,3.867,3.233069e-06,3.233069,0.0,4.329,2.646822e-06,2.646822,0.0,3.995,3.311987e-06,3.311987,0.0,4.294,9.706853e-07,0.9706853
190,190,7.15223835e-05,71.52238349999999,0,1,73.88235294117648,,False,,0.0,4.318,8.952218e-07,0.8952218,0.615686274509804,3.935,3.684578e-05,36.84578,0.0,4.164,2.546665e-06,2.5466650000000004,0.0,4.23,1.77457e-05,17.7457,0.0,3.977,1.566232e-06,1.566232,0.0,4.329,1.041589e-05,10.41589,0.0,3.995,3.785567e-07,0.3785567,0.0,4.294,1.128338e-06,1.128338
191,191,4.2823213200000006e-05,42.8232132,0,1,48.47058823529412,,False,,0.0,4.318,2.757873e-07,0.2757873,0.0,4.261,3.310159e-07,0.3310159,0.403921568627451,3.891,1.602559e-05,16.02559,0.0,4.23,1.01083e-07,0.101083,0.0,3.977,9.935577e-06,9.935577,0.0,4.329,1.841191e-06,1.841191,0.0,3.995,1.298858e-05,12.98858,0.0,4.294,1.324389e-06,1.324389
192,192,8.259822440000001e-06,8.25982244,0,1,8.941176470588232,,False,,0.0,4.318,1.957338e-07,0.1957337999999999,0.0,4.261,3.317913e-06,3.3179130000000003,0.0,4.164,1.539329e-06,1.539329,0.0745098039215686,4.147,7.908118e-07,0.7908118000000001,0.0,3.977,1.041846e-06,1.0418459999999998,0.0,4.329,8.091944e-08,0.08091944,0.0,3.995,2.375064e-07,0.2375064,0.0,4.294,1.055763e-06,1.055763
193,193,4.90529234e-05,49.0529234,0,1,48.47058823529412,,False,,0.0,4.318,7.076937e-07,0.7076937,0.403921568627451,3.996,2.508131e-05,25.08131,0.0,4.164,2.375859e-06,2.375859,0.0,4.23,1.169506e-05,11.69506,0.0,3.977,1.36862e-06,1.36862,0.0,4.329,6.368119e-06,6.368119,0.0,3.995,3.494777e-07,0.3494777,0.0,4.294,1.106784e-06,1.106784
194,194,2.896611394e-05,28.96611394,0,1,34.35294117647058,,False,,0.0,4.318,2.517745e-07,0.2517745,0.0,4.261,2.695651e-07,0.2695651,0.2862745098039215,3.94,9.782371e-06,9.782371,0.0,4.23,4.154634e-08,0.04154634,0.0,3.977,6.659255e-06,6.659255,0.0,4.329,1.863615e-06,1.863615,0.0,3.995,8.834056e-06,8.834056,0.0,4.294,1.263931e-06,1.263931
195,195,5.76521177e-06,5.7652117700000005,0,1,9.41176470588234,,False,,0.0,4.318,1.551004e-07,0.1551004,0.0,4.261,9.310277e-08,0.09310277,0.0,4.164,1.334072e-06,1.334072,0.0,4.23,2.610466e-07,0.2610466,0.0784313725490195,3.864,8.93833e-07,0.893833,0.0,4.329,1.731041e-06,1.731041,0.0,3.995,2.74095e-07,0.274095,0.0,4.294,1.022921e-06,1.022921
196,196,3.54094779e-05,35.4094779,0,1,34.35294117647058,,False,,0.0,4.318,5.95278e-07,0.595278,0.2862745098039215,4.039,1.781407e-05,17.81407,0.0,4.164,2.237258e-06,2.237258,0.0,4.23,8.008567e-06,8.008567,0.0,3.977,1.243167e-06,1.243167,0.0,4.329,4.091402e-06,4.091402,0.0,3.995,3.292839e-07,0.3292839,0.0,4.294,1.090452e-06,1.090452
197,197,2.721955059e-05,27.219550590000004,0,1,28.70588235294117,,False,,0.0,4.318,2.486512e-07,0.2486512,0.0,4.261,2.627572e-07,0.2627572,0.2392156862745098,3.947,8.988222e-06,8.988222,0.0,4.23,3.609919e-08,0.0360991899999999,0.0,3.977,6.255273e-06,6.255273000000001,0.0,4.329,1.870759e-06,1.870759,0.0,3.995,8.301921e-06,8.301921,0.0,4.294,1.255868e-06,1.255868
198,198,7.972811799999999e-06,7.9728118,0,1,9.41176470588234,,False,,0.0,4.318,1.92541e-07,0.192541,0.0,4.261,3.095246e-06,3.095246,0.0,4.164,1.532738e-06,1.532738,0.0784313725490195,4.15,7.202299e-07,0.7202299000000001,0.0,3.977,1.037054e-06,1.037054,0.0,4.329,1.040432e-07,0.1040432,0.0,3.995,2.383547e-07,0.2383547,0.0,4.294,1.052605e-06,1.052605
199,199,2.9259769700000004e-05,29.259769700000003,0,1,28.70588235294117,,False,,0.0,4.318,5.321883e-07,0.5321883,0.2392156862745098,4.061,1.447581e-05,14.47581,0.0,4.164,2.161496e-06,2.161496,0.0,4.23,6.373579e-06,6.373579,0.0,3.977,1.187547e-06,1.187547,0.0,4.329,3.118847e-06,3.118847,0.0,3.995,3.220794e-07,0.3220793999999999,0.0,4.294,1.088223e-06,1.088223
3,200,3.017002379e-05,30.17002379,0,1,33.88235294117646,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.55735e-07,0.255735,0.0,4.261,2.715105e-07,0.2715105,0.2823529411764705,3.935,1.035564e-05,10.35564,0.0,4.23,4.445129e-08,0.04445129,0.0,3.977,6.929062e-06,6.929062,0.0,4.329,1.838501e-06,1.838501,0.0,3.995,9.220561e-06,9.220561,0.0,4.294,1.254563e-06,1.254563
201,201,3.5179603699999994e-05,35.1796037,0,1,33.88235294117646,,False,,0.0,4.318,5.841842e-07,0.5841842,0.2823529411764705,4.04,1.769533e-05,17.69533,0.0,4.164,2.232365e-06,2.232365,0.0,4.23,7.952268e-06,7.952267999999999,0.0,3.977,1.246373e-06,1.246373,0.0,4.329,4.04694e-06,4.04694,0.0,3.995,3.303855e-07,0.3303855,0.0,4.294,1.091758e-06,1.091758
202,202,4.179919052e-05,41.79919052,0,1,47.05882352941176,,False,,0.0,4.318,2.750849e-07,0.2750848999999999,0.0,4.261,3.279762e-07,0.3279762,0.3921568627450979,3.894,1.556703e-05,15.56703,0.0,4.23,9.598942e-08,0.09598942,0.0,3.977,9.698232e-06,9.698232,0.0,4.329,1.846134e-06,1.846134,0.0,3.995,1.267077e-05,12.67077,0.0,4.294,1.317974e-06,1.317974
203,203,4.630143070000001e-05,46.3014307,0,1,47.05882352941176,,False,,0.0,4.318,6.917439e-07,0.6917439,0.3921568627450979,4.004,2.363192e-05,23.63192,0.0,4.164,2.348746e-06,2.348746,0.0,4.23,1.093309e-05,10.93309,0.0,3.977,1.342877e-06,1.342877,0.0,4.329,5.906069e-06,5.9060690000000005,0.0,3.995,3.435948e-07,0.3435948,0.0,4.294,1.10339e-06,1.10339
204,204,6.24517742e-05,62.45177419999999,0,1,72.0,,False,,0.0,4.318,3.064607e-07,0.3064607,0.0,4.261,4.156192e-07,0.4156192,0.6,3.832,2.515911e-05,25.15911,0.0,4.23,2.192843e-07,0.2192843,0.0,3.977,1.447477e-05,14.47477,0.0,4.329,1.785347e-06,1.7853469999999998,0.0,3.995,1.871111e-05,18.71111,0.0,4.294,1.380073e-06,1.380073
205,205,7.07063084e-05,70.7063084,0,1,72.0,,False,,0.0,4.318,8.901659e-07,0.8901659000000001,0.6,3.937,3.645531e-05,36.45531,0.0,4.164,2.547471e-06,2.547471,0.0,4.23,1.749345e-05,17.49345,0.0,3.977,1.554091e-06,1.554091,0.0,4.329,1.027747e-05,10.27747,0.0,3.995,3.737685e-07,0.3737685,0.0,4.294,1.114582e-06,1.114582
206,206,9.15264815e-05,91.5264815,0,1,105.41176470588236,,False,,0.0,4.318,3.444125e-07,0.3444125,0.0,4.261,5.282582e-07,0.5282582,0.8784313725490196,3.756,3.90019e-05,39.0019,0.0,4.23,4.282158e-07,0.4282158,0.0,3.977,2.112345e-05,21.12345,0.0,4.329,1.674398e-06,1.674398,0.0,3.995,2.697148e-05,26.97148,0.0,4.294,1.454367e-06,1.454367
207,207,2.8720845791e-05,28.720845791,0,2,23.05882352941176,,False,,0.0,4.318,2.101148e-07,0.2101148,0.0,4.261,1.550059e-07,0.1550059,0.0,4.164,8.212338e-06,8.212337999999999,0.0,4.23,9.618191e-09,0.009618191,0.192156862745098,3.786,8.27128e-06,8.27128,0.0,4.329,3.381044e-06,3.381044,0.0,3.995,7.58344e-06,7.58344,0.0,4.294,8.980049e-07,0.8980049
208,208,0.0001016285291,101.6285291,0,1,105.41176470588236,,False,,0.0,4.318,1.116755e-06,1.1167550000000002,0.8784313725490196,3.864,5.246382e-05,52.46382,0.0,4.164,2.713488e-06,2.713488,0.0,4.23,2.584006e-05,25.84006,0.0,3.977,1.819306e-06,1.819306,0.0,4.329,1.611746e-05,16.11746,0.0,3.995,4.152701e-07,0.4152701,0.0,4.294,1.14237e-06,1.14237
209,209,2.26502258e-05,22.6502258,0,1,23.05882352941176,,False,,0.0,4.318,2.310405e-07,0.2310405,0.0,4.261,1.305399e-05,13.05399,0.0,4.164,1.752061e-06,1.752061,0.192156862745098,4.054,4.273195e-06,4.273194999999999,0.0,3.977,1.21043e-06,1.21043,0.0,4.329,8.163074e-07,0.8163074,0.0,3.995,2.290829e-07,0.2290829,0.0,4.294,1.084119e-06,1.084119
210,210,8.237348759999999e-05,82.3734876,0,1,72.47058823529412,,False,,0.0,4.318,2.661514e-07,0.2661514,0.0,4.261,1.972212e-07,0.1972212,0.0,4.164,3.182091e-05,31.82091,0.0,4.23,1.645755e-07,0.1645754999999999,0.6039215686274509,3.622,2.476613e-05,24.76613,0.0,4.329,4.705451e-06,4.705451,0.0,3.995,1.969508e-05,19.69508,0.0,4.294,7.579685e-07,0.7579684999999999
211,211,6.831965759999999e-05,68.3196576,0,1,72.47058823529412,,False,,0.0,4.318,2.818921e-07,0.2818921,0.0,4.261,4.008157e-05,40.08157,0.0,4.164,2.028159e-06,2.028159,0.6039215686274509,3.901,1.554564e-05,15.54564,0.0,3.977,1.476463e-06,1.476463,0.0,4.329,7.466461e-06,7.466461000000001,0.0,3.995,2.907765e-07,0.2907765,0.0,4.294,1.148696e-06,1.148696
212,212,0.0001327979191,132.7979191,0,1,119.52941176470588,,False,,0.0,4.318,3.08256e-07,0.308256,0.0,4.261,2.184599e-07,0.2184598999999999,0.0,4.164,5.536304e-05,55.36304,0.0,4.23,4.53353e-07,0.453353,0.996078431372549,3.501,4.020728e-05,40.20728,0.0,4.329,5.465557e-06,5.465557,0.0,3.995,3.011891e-05,30.11891,0.0,4.294,6.630632e-07,0.6630632
213,213,0.0001112134713,111.2134713,0,1,119.52941176470588,,False,,0.0,4.318,2.892111e-07,0.2892111,0.0,4.261,6.403983e-05,64.03983000000001,0.0,4.164,2.147505e-06,2.147505,0.996078431372549,3.795,2.622043e-05,26.22043,0.0,3.977,1.626481e-06,1.6264809999999998,0.0,4.329,1.533499e-05,15.33499,0.0,3.995,3.729732e-07,0.3729732,0.0,4.294,1.182051e-06,1.182051
214,214,9.94673059e-05,99.4673059,0,1,114.35294117647057,,False,,0.0,4.318,3.552667e-07,0.3552667,0.0,4.261,5.564771e-07,0.5564771000000001,0.952941176470588,3.737,4.274986e-05,42.74986,0.0,4.23,4.938291e-07,0.4938291,0.0,3.977,2.298812e-05,22.98812,0.0,4.329,1.650011e-06,1.650011,0.0,3.995,2.91968e-05,29.1968,0.0,4.294,1.476942e-06,1.4769420000000002
215,215,0.0001087985022,108.7985022,0,1,96.47058823529412,,False,,0.0,4.318,2.896699e-07,0.2896699,0.0,4.261,2.099452e-07,0.2099452,0.0,4.164,4.397688e-05,43.97688,0.0,4.23,3.025614e-07,0.3025614,0.8039215686274511,3.557,3.288519e-05,32.88519,0.0,4.329,5.150989e-06,5.150989,0.0,3.995,2.527746e-05,25.27746,0.0,4.294,7.058067e-07,0.7058067
216,216,0.000110104313,110.104313,0,1,114.35294117647057,,False,,0.0,4.318,1.181719e-06,1.181719,0.952941176470588,3.845,5.677224e-05,56.77224,0.0,4.164,2.755929e-06,2.755929,0.0,4.23,2.81204e-05,28.1204,0.0,3.977,1.891159e-06,1.891159,0.0,4.329,1.781683e-05,17.81683,0.0,3.995,4.17429e-07,0.417429,0.0,4.294,1.148607e-06,1.1486070000000002
