local_sample_row,sample_index,label,input_channel,switch_mzi,port,upload_voltage,mode
69,69,7,5,5,44,3.834,sequential-input-sum
69,69,7,6,6,46,4.179,sequential-input-sum
69,69,7,7,7,42,3.785,sequential-input-sum
69,69,7,8,8,49,3.899,sequential-input-sum
70,70,7,1,1,43,4.25,sequential-input-sum
70,70,7,2,2,45,4.127,sequential-input-sum
70,70,7,3,3,41,4.15,sequential-input-sum
70,70,7,4,4,48,4.037,sequential-input-sum
70,70,7,5,5,44,3.837,sequential-input-sum
70,70,7,6,6,46,4.175,sequential-input-sum
70,70,7,7,7,42,3.785,sequential-input-sum
70,70,7,8,8,49,3.898,sequential-input-sum
71,71,6,1,1,43,4.204,sequential-input-sum
71,71,6,2,2,45,4.093,sequential-input-sum
71,71,6,3,3,41,4.12,sequential-input-sum
71,71,6,4,4,48,3.906,sequential-input-sum
71,71,6,5,5,44,3.595,sequential-input-sum
71,71,6,6,6,46,4.329,sequential-input-sum
71,71,6,7,7,42,3.635,sequential-input-sum
71,71,6,8,8,49,4.294,sequential-input-sum
72,72,2,1,1,43,4.003,sequential-input-sum
72,72,2,2,2,45,4.261,sequential-input-sum
72,72,2,3,3,41,4.039,sequential-input-sum
72,72,2,4,4,48,3.776,sequential-input-sum
72,72,2,5,5,44,3.977,sequential-input-sum
72,72,2,6,6,46,4.175,sequential-input-sum
72,72,2,7,7,42,3.838,sequential-input-sum
72,72,2,8,8,49,4.135,sequential-input-sum
73,73,7,1,1,43,4.233,sequential-input-sum
73,73,7,2,2,45,4.134,sequential-input-sum
73,73,7,3,3,41,4.133,sequential-input-sum
73,73,7,4,4,48,4.034,sequential-input-sum
73,73,7,5,5,44,3.84,sequential-input-sum
73,73,7,6,6,46,4.177,sequential-input-sum
73,73,7,7,7,42,3.785,sequential-input-sum
73,73,7,8,8,49,3.9,sequential-input-sum
74,74,4,1,1,43,4.117,sequential-input-sum
74,74,4,2,2,45,4.046,sequential-input-sum
74,74,4,3,3,41,3.594,sequential-input-sum
74,74,4,4,4,48,4.23,sequential-input-sum
74,74,4,5,5,44,3.488,sequential-input-sum
74,74,4,6,6,46,3.923,sequential-input-sum
74,74,4,7,7,42,3.995,sequential-input-sum
74,74,4,8,8,49,4.084,sequential-input-sum
75,75,7,1,1,43,4.239,sequential-input-sum
75,75,7,2,2,45,4.128,sequential-input-sum
75,75,7,3,3,41,4.133,sequential-input-sum
75,75,7,4,4,48,4.033,sequential-input-sum
75,75,7,5,5,44,3.835,sequential-input-sum
75,75,7,6,6,46,4.179,sequential-input-sum
75,75,7,7,7,42,3.784,sequential-input-sum
75,75,7,8,8,49,3.902,sequential-input-sum
76,76,3,1,1,43,4.203,sequential-input-sum
76,76,3,2,2,45,4.11,sequential-input-sum
76,76,3,3,3,41,4.164,sequential-input-sum
76,76,3,4,4,48,3.78,sequential-input-sum
76,76,3,5,5,44,3.731,sequential-input-sum
76,76,3,6,6,46,3.976,sequential-input-sum
76,76,3,7,7,42,3.995,sequential-input-sum
76,76,3,8,8,49,4.132,sequential-input-sum
77,77,6,1,1,43,4.097,sequential-input-sum
77,77,6,2,2,45,3.995,sequential-input-sum
77,77,6,3,3,41,3.936,sequential-input-sum
77,77,6,4,4,48,3.948,sequential-input-sum
77,77,6,5,5,44,3.653,sequential-input-sum
77,77,6,6,6,46,4.329,sequential-input-sum
77,77,6,7,7,42,3.704,sequential-input-sum
77,77,6,8,8,49,4.294,sequential-input-sum
78,78,1,1,1,43,4.318,sequential-input-sum
78,78,1,2,2,45,3.886,sequential-input-sum
78,78,1,3,3,41,3.988,sequential-input-sum
78,78,1,4,4,48,3.804,sequential-input-sum
78,78,1,5,5,44,3.977,sequential-input-sum
78,78,1,6,6,46,4.18,sequential-input-sum
78,78,1,7,7,42,3.841,sequential-input-sum
78,78,1,8,8,49,4.14,sequential-input-sum
79,79,3,1,1,43,4.217,sequential-input-sum
79,79,3,2,2,45,4.076,sequential-input-sum
79,79,3,3,3,41,4.164,sequential-input-sum
79,79,3,4,4,48,3.792,sequential-input-sum
79,79,3,5,5,44,3.718,sequential-input-sum
79,79,3,6,6,46,3.969,sequential-input-sum
79,79,3,7,7,42,3.995,sequential-input-sum
79,79,3,8,8,49,4.124,sequential-input-sum
80,80,6,1,1,43,4.189,sequential-input-sum
80,80,6,2,2,45,4.097,sequential-input-sum
80,80,6,3,3,41,4.143,sequential-input-sum
80,80,6,4,4,48,3.929,sequential-input-sum
80,80,6,5,5,44,3.637,sequential-input-sum
80,80,6,6,6,46,4.329,sequential-input-sum
80,80,6,7,7,42,3.667,sequential-input-sum
80,80,6,8,8,49,4.294,sequential-input-sum
81,81,3,1,1,43,4.234,sequential-input-sum
81,81,3,2,2,45,4.075,sequential-input-sum
81,81,3,3,3,41,4.164,sequential-input-sum
81,81,3,4,4,48,3.802,sequential-input-sum
81,81,3,5,5,44,3.724,sequential-input-sum
81,81,3,6,6,46,3.981,sequential-input-sum
81,81,3,7,7,42,3.995,sequential-input-sum
81,81,3,8,8,49,4.13,sequential-input-sum
82,82,1,1,1,43,4.318,sequential-input-sum
82,82,1,2,2,45,3.882,sequential-input-sum
82,82,1,3,3,41,3.993,sequential-input-sum
82,82,1,4,4,48,3.802,sequential-input-sum
82,82,1,5,5,44,3.977,sequential-input-sum
82,82,1,6,6,46,4.181,sequential-input-sum
82,82,1,7,7,42,3.839,sequential-input-sum
82,82,1,8,8,49,4.148,sequential-input-sum
83,83,4,1,1,43,4.149,sequential-input-sum
83,83,4,2,2,45,4.069,sequential-input-sum
83,83,4,3,3,41,3.688,sequential-input-sum
83,83,4,4,4,48,4.23,sequential-input-sum
83,83,4,5,5,44,3.556,sequential-input-sum
83,83,4,6,6,46,4.005,sequential-input-sum
83,83,4,7,7,42,3.995,sequential-input-sum
83,83,4,8,8,49,4.15,sequential-input-sum
84,84,1,1,1,43,4.318,sequential-input-sum
84,84,1,2,2,45,3.885,sequential-input-sum
84,84,1,3,3,41,3.986,sequential-input-sum
84,84,1,4,4,48,3.823,sequential-input-sum
84,84,1,5,5,44,3.977,sequential-input-sum
84,84,1,6,6,46,4.168,sequential-input-sum
84,84,1,7,7,42,3.828,sequential-input-sum
84,84,1,8,8,49,4.141,sequential-input-sum
85,85,7,1,1,43,4.216,sequential-input-sum
85,85,7,2,2,45,4.172,sequential-input-sum
85,85,7,3,3,41,4.107,sequential-input-sum
85,85,7,4,4,48,4.013,sequential-input-sum
85,85,7,5,5,44,3.843,sequential-input-sum
85,85,7,6,6,46,4.167,sequential-input-sum
85,85,7,7,7,42,3.782,sequential-input-sum
85,85,7,8,8,49,3.895,sequential-input-sum
86,86,6,1,1,43,4.193,sequential-input-sum
86,86,6,2,2,45,4.091,sequential-input-sum
86,86,6,3,3,41,4.144,sequential-input-sum
86,86,6,4,4,48,3.935,sequential-input-sum
86,86,6,5,5,44,3.636,sequential-input-sum
86,86,6,6,6,46,4.329,sequential-input-sum
86,86,6,7,7,42,3.664,sequential-input-sum
86,86,6,8,8,49,4.294,sequential-input-sum
87,87,6,1,1,43,4.188,sequential-input-sum
87,87,6,2,2,45,4.096,sequential-input-sum
87,87,6,3,3,41,4.146,sequential-input-sum
87,87,6,4,4,48,3.929,sequential-input-sum
87,87,6,5,5,44,3.636,sequential-input-sum
87,87,6,6,6,46,4.329,sequential-input-sum
87,87,6,7,7,42,3.667,sequential-input-sum
87,87,6,8,8,49,4.294,sequential-input-sum
88,88,0,1,1,43,3.978,sequential-input-sum
88,88,0,2,2,45,3.856,sequential-input-sum
88,88,0,3,3,41,4.164,sequential-input-sum
88,88,0,4,4,48,4.184,sequential-input-sum
88,88,0,5,5,44,3.796,sequential-input-sum
88,88,0,6,6,46,4.176,sequential-input-sum
88,88,0,7,7,42,3.84,sequential-input-sum
88,88,0,8,8,49,4.142,sequential-input-sum
89,89,5,1,1,43,4.217,sequential-input-sum
89,89,5,2,2,45,4.055,sequential-input-sum
89,89,5,3,3,41,4.064,sequential-input-sum
89,89,5,4,4,48,4.08,sequential-input-sum
89,89,5,5,5,44,3.977,sequential-input-sum
89,89,5,6,6,46,3.99,sequential-input-sum
89,89,5,7,7,42,3.617,sequential-input-sum
89,89,5,8,8,49,4.294,sequential-input-sum
90,90,4,1,1,43,4.126,sequential-input-sum
90,90,4,2,2,45,4.045,sequential-input-sum
90,90,4,3,3,41,3.585,sequential-input-sum
90,90,4,4,4,48,4.23,sequential-input-sum
90,90,4,5,5,44,3.498,sequential-input-sum
90,90,4,6,6,46,3.926,sequential-input-sum
90,90,4,7,7,42,3.995,sequential-input-sum
90,90,4,8,8,49,4.084,sequential-input-sum
91,91,2,1,1,43,4.014,sequential-input-sum
91,91,2,2,2,45,4.261,sequential-input-sum
91,91,2,3,3,41,4.052,sequential-input-sum
91,91,2,4,4,48,3.78,sequential-input-sum
91,91,2,5,5,44,3.977,sequential-input-sum
91,91,2,6,6,46,4.172,sequential-input-sum
91,91,2,7,7,42,3.826,sequential-input-sum
91,91,2,8,8,49,4.118,sequential-input-sum
92,92,1,1,1,43,4.318,sequential-input-sum
92,92,1,2,2,45,3.884,sequential-input-sum
92,92,1,3,3,41,4.017,sequential-input-sum
92,92,1,4,4,48,3.8,sequential-input-sum
92,92,1,5,5,44,3.977,sequential-input-sum
92,92,1,6,6,46,4.181,sequential-input-sum
92,92,1,7,7,42,3.845,sequential-input-sum
92,92,1,8,8,49,4.134,sequential-input-sum
93,93,4,1,1,43,4.13,sequential-input-sum
93,93,4,2,2,45,4.057,sequential-input-sum
93,93,4,3,3,41,3.636,sequential-input-sum
93,93,4,4,4,48,4.23,sequential-input-sum
93,93,4,5,5,44,3.52,sequential-input-sum
93,93,4,6,6,46,3.948,sequential-input-sum
93,93,4,7,7,42,3.995,sequential-input-sum
93,93,4,8,8,49,4.086,sequential-input-sum
94,94,7,1,1,43,4.226,sequential-input-sum
94,94,7,2,2,45,4.119,sequential-input-sum
94,94,7,3,3,41,4.131,sequential-input-sum
94,94,7,4,4,48,4.023,sequential-input-sum
94,94,7,5,5,44,3.859,sequential-input-sum
94,94,7,6,6,46,4.177,sequential-input-sum
94,94,7,7,7,42,3.783,sequential-input-sum
94,94,7,8,8,49,3.902,sequential-input-sum
95,95,3,1,1,43,4.222,sequential-input-sum
95,95,3,2,2,45,4.081,sequential-input-sum
95,95,3,3,3,41,4.164,sequential-input-sum
95,95,3,4,4,48,3.797,sequential-input-sum
95,95,3,5,5,44,3.72,sequential-input-sum
95,95,3,6,6,46,3.971,sequential-input-sum
95,95,3,7,7,42,3.995,sequential-input-sum
95,95,3,8,8,49,4.131,sequential-input-sum
96,96,7,1,1,43,4.229,sequential-input-sum
96,96,7,2,2,45,4.102,sequential-input-sum
96,96,7,3,3,41,4.133,sequential-input-sum
96,96,7,4,4,48,4.029,sequential-input-sum
96,96,7,5,5,44,3.843,sequential-input-sum
96,96,7,6,6,46,4.183,sequential-input-sum
96,96,7,7,7,42,3.782,sequential-input-sum
96,96,7,8,8,49,3.903,sequential-input-sum
97,97,4,1,1,43,4.099,sequential-input-sum
97,97,4,2,2,45,4.032,sequential-input-sum
97,97,4,3,3,41,3.522,sequential-input-sum
97,97,4,4,4,48,4.23,sequential-input-sum
97,97,4,5,5,44,3.404,sequential-input-sum
97,97,4,6,6,46,3.867,sequential-input-sum
97,97,4,7,7,42,3.995,sequential-input-sum
97,97,4,8,8,49,4.078,sequential-input-sum
98,98,4,1,1,43,4.098,sequential-input-sum
98,98,4,2,2,45,4.045,sequential-input-sum
98,98,4,3,3,41,3.532,sequential-input-sum
98,98,4,4,4,48,4.23,sequential-input-sum
98,98,4,5,5,44,3.436,sequential-input-sum
98,98,4,6,6,46,3.881,sequential-input-sum
98,98,4,7,7,42,3.995,sequential-input-sum
98,98,4,8,8,49,4.055,sequential-input-sum
99,99,4,1,1,43,4.14,sequential-input-sum
99,99,4,2,2,45,4.048,sequential-input-sum
99,99,4,3,3,41,3.633,sequential-input-sum
99,99,4,4,4,48,4.23,sequential-input-sum
99,99,4,5,5,44,3.537,sequential-input-sum
99,99,4,6,6,46,3.952,sequential-input-sum
99,99,4,7,7,42,3.995,sequential-input-sum
99,99,4,8,8,49,4.095,sequential-input-sum
