input_channel,switch_mzi,port,feature_coefficient,upload_voltage,mode,input_reference_power_uw,target_chip_power_uw,target_leak_power,reference_fraction_of_max,target_fraction_of_max,p_on_leak,p_off_leak,chip_power_max_uw,scan_path,local_sample_row,sample_index
6,6,46,0.409316956997,3.972,scan-leak-fixed-power,120.0,49.118034839639996,147.27357716036002,0.612189035204353,0.25057935299677503,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,14,14
7,7,42,0.0140131954104,3.962,scan-leak-fixed-power,120.0,1.681583449248,239.406326550752,0.49989645004587824,0.007005146639458153,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,14,14
8,8,49,0.0184773933142,4.254,scan-leak-fixed-power,120.0,2.217287197704,212.140464802296,0.5619796231382841,0.010383918531291966,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,14,14
1,1,43,0.0849536210299,4.083,scan-leak-fixed-power,120.0,10.194434523588,226.18043547641204,0.5095663461173611,0.043289506257645154,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,15,15
2,2,45,0.0598461031914,3.995,scan-leak-fixed-power,120.0,7.181532382967999,216.927173617032,0.537948674337334,0.03219413187606891,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,15,15
3,3,41,0.293971598148,3.773,scan-leak-fixed-power,120.0,35.276591777760004,166.64837222224003,0.5961310239221619,0.17524558980800156,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,15,15
4,4,48,1.92224797502e-05,4.23,scan-leak-fixed-power,120.0,0.0023066975700239997,171.32360330242997,0.7031550306361986,1.3516383337655585e-05,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,15,15
5,5,44,0.291237950325,3.666,scan-leak-fixed-power,120.0,34.948554039,179.602608961,0.5598309355182064,0.1630440141888497,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,15,15
6,6,46,0.210555270314,4.085,scan-leak-fixed-power,120.0,25.266632437680002,171.12497956232,0.612189035204353,0.12889962779071942,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,15,15
7,7,42,1.95387328858e-05,3.995,scan-leak-fixed-power,120.0,0.002344647946296,241.0855653520537,0.49989645004587824,9.767343208006077e-06,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,15,15
8,8,49,0.0593967437744,4.186,scan-leak-fixed-power,120.0,7.127609252928,207.230142747072,0.5619796231382841,0.03337975968197853,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,15,15
1,1,43,0.0619159638882,4.097,scan-leak-fixed-power,120.0,7.429915666584,228.94495433341604,0.5095663461173611,0.03155029148484455,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,16,16
2,2,45,0.0574747808278,3.996,scan-leak-fixed-power,120.0,6.896973699336,217.21173230066398,0.537948674337334,0.030918482154143823,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,16,16
3,3,41,0.0686546117067,3.963,scan-leak-fixed-power,120.0,8.238553404804,193.686410595196,0.5961310239221619,0.040927143973693514,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,16,16
4,4,48,0.161648601294,3.952,scan-leak-fixed-power,120.0,19.39783215528,151.92807784472,0.7031550306361986,0.11366402719518122,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,16,16
5,5,44,0.323110580444,3.649,scan-leak-fixed-power,120.0,38.773269653279996,175.77789334671996,0.5598309355182064,0.1808872985257952,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,16,16
6,6,46,2.5992278097e-05,4.329,scan-leak-fixed-power,120.0,0.00311907337164,196.38849292662837,0.612189035204353,1.5912187650965665e-05,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,16,16
7,7,42,0.327143192291,3.699,scan-leak-fixed-power,120.0,39.25718307491999,201.83072692508,0.49989645004587824,0.16353772048294699,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,16,16
8,8,49,2.6162388167e-05,4.294,scan-leak-fixed-power,120.0,0.00313948658004,214.35461251341997,0.5619796231382841,1.4702729042488162e-05,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,16,16
1,1,43,0.0580833777785,4.099,scan-leak-fixed-power,120.0,6.97000533342,229.40486466658004,0.5095663461173611,0.029597334584744568,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,17,17
2,2,45,0.0575895085931,3.996,scan-leak-fixed-power,120.0,6.910741031172,217.197964968828,0.537948674337334,0.030980199803396644,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,17,17
3,3,41,0.0781591758132,3.935,scan-leak-fixed-power,120.0,9.379101097584,192.54586290241602,0.5961310239221619,0.046593109506435186,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,17,17
4,4,48,0.166034922004,3.949,scan-leak-fixed-power,120.0,19.92419064048,151.40171935952,0.7031550306361986,0.11674829066840145,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,17,17
5,5,44,0.321681588888,3.65,scan-leak-fixed-power,120.0,38.60179066656001,175.94937233343995,0.5598309355182064,0.18008730484615215,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,17,17
6,6,46,2.3426464395e-05,4.329,scan-leak-fixed-power,120.0,0.0028111757274,196.3888008242726,0.612189035204353,1.4341424636224177e-05,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,17,17
7,7,42,0.318404376507,3.704,scan-leak-fixed-power,120.0,38.20852518084,202.87938481916,0.49989645004587824,0.15916921749492052,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,17,17
8,8,49,2.36151408899e-05,4.294,scan-leak-fixed-power,120.0,0.002833816906788,214.35491818309322,0.5619796231382841,1.3271227977663485e-05,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,17,17
1,1,43,0.0662530958652,4.094,scan-leak-fixed-power,120.0,7.950371503824001,228.42449849617606,0.5095663461173611,0.03376034797899321,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,18,18
2,2,45,0.0714880302548,3.988,scan-leak-fixed-power,120.0,8.578563630576,215.53014236942397,0.537948674337334,0.038456891106556874,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,18,18
3,3,41,0.0560216903687,4.0,scan-leak-fixed-power,120.0,6.722602844244,195.20236115575602,0.5961310239221619,0.03339626764134345,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,18,18
4,4,48,0.0315665118396,4.082,scan-leak-fixed-power,120.0,3.7879814207519997,167.537928579248,0.7031550306361986,0.02219615159965186,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,18,18
5,5,44,2.75286802207e-05,3.977,scan-leak-fixed-power,120.0,0.003303441626484,214.5478595583735,0.5598309355182064,1.5411406801536025e-05,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,18,18
6,6,46,0.397120118141,3.979,scan-leak-fixed-power,120.0,47.65441417692,148.73719782308,0.612189035204353,0.24311258198497745,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,18,18
7,7,42,0.37749516964,3.676,scan-leak-fixed-power,120.0,45.2994203568,195.7884896432,0.49989645004587824,0.18870849521250257,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,18,18
8,8,49,2.78860479739e-05,4.294,scan-leak-fixed-power,120.0,0.003346325756868,214.35440567424314,0.5619796231382841,1.5671390731188432e-05,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,18,18
1,1,43,0.085683055222,4.082,scan-leak-fixed-power,120.0,10.28196662664,226.09290337336006,0.5095663461173611,0.04366120137364661,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,19,19
2,2,45,0.0612316019833,3.994,scan-leak-fixed-power,120.0,7.347792237996,216.76091376200398,0.537948674337334,0.0329394591144675,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,19,19
3,3,41,0.287487059832,3.777,scan-leak-fixed-power,120.0,34.49844717984,167.42651682016003,0.5961310239221619,0.17137995534202197,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,19,19
4,4,48,2.22896178457e-05,4.23,scan-leak-fixed-power,120.0,0.002674754141484,171.3232352458585,0.7031550306361986,1.567305691916234e-05,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,19,19
5,5,44,0.29685741663,3.663,scan-leak-fixed-power,120.0,35.6228899956,178.92827300439998,0.5598309355182064,0.16618996526749086,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,19,19
6,6,46,0.211757466197,4.084,scan-leak-fixed-power,120.0,25.41089594364,170.98071605636,0.612189035204353,0.12963559892845983,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,19,19
7,7,42,2.3725322535e-05,3.995,scan-leak-fixed-power,120.0,0.0028470387042,241.0850629612958,0.49989645004587824,1.1860204511439977e-05,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,19,19
8,8,49,0.0569373890758,4.188,scan-leak-fixed-power,120.0,6.832486689096,207.52526531090402,0.5619796231382841,0.031997652455295934,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,19,19
1,1,43,0.383265376091,3.932,scan-leak-fixed-power,120.0,45.99184513092,190.38302486908003,0.5095663461173611,0.19529913728798706,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,20,20
2,2,45,0.330181777477,3.853,scan-leak-fixed-power,120.0,39.62181329724,184.48689270275997,0.537948674337334,0.17762084948409673,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,20,20
3,3,41,0.000135617199703,4.164,scan-leak-fixed-power,120.0,0.01627406396436,201.90868993603567,0.5961310239221619,8.08456201204057e-05,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,20,20
4,4,48,0.00759496446699,4.17,scan-leak-fixed-power,120.0,0.9113957360388,170.4145142639612,0.7031550306361986,0.005340437472467193,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,20,20
5,5,44,0.0940275341272,3.796,scan-leak-fixed-power,120.0,11.283304095264,203.267858904736,0.5598309355182064,0.05263952239490046,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,20,20
6,6,46,0.0586994551122,4.204,scan-leak-fixed-power,120.0,7.043934613464,189.34767738653602,0.612189035204353,0.03593516279215894,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,20,20
7,7,42,0.0684467852116,3.875,scan-leak-fixed-power,120.0,8.213614225392,232.874295774608,0.49989645004587824,0.03421630494433155,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,20,20
8,8,49,0.0576485767961,4.188,scan-leak-fixed-power,120.0,6.917829215532,207.439922784468,0.5619796231382841,0.0323973254623307,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,20,20
1,1,43,0.0596757009625,4.098,scan-leak-fixed-power,120.0,7.1610841155000005,229.21378588450006,0.5095663461173611,0.030408728891453414,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,21,21
2,2,45,0.0525454618037,3.999,scan-leak-fixed-power,120.0,6.3054554164439995,217.80325058355598,0.537948674337334,0.028266761519743427,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,21,21
3,3,41,0.0411598719656,4.043,scan-leak-fixed-power,120.0,4.939184635872,196.985779364128,0.5961310239221619,0.024536676619358218,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,21,21
4,4,48,0.0644573867321,4.042,scan-leak-fixed-power,120.0,7.734886407852,163.591023592148,0.7031550306361986,0.04532353574233907,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,21,21
5,5,44,0.07180544734,3.821,scan-leak-fixed-power,120.0,8.616653680799999,205.93450931919998,0.5598309355182064,0.0401989107596555,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,21,21
6,6,46,0.0800343900919,4.184,scan-leak-fixed-power,120.0,9.604126811028,186.787485188972,0.612189035204353,0.048996176053529086,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,21,21
7,7,42,0.16138201952,3.795,scan-leak-fixed-power,120.0,19.3658423424,221.7220676576,0.49989645004587824,0.08067429865928263,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,21,21
8,8,49,0.468939691782,3.937,scan-leak-fixed-power,120.0,56.27276301384,158.08498898616,0.5619796231382841,0.2635345512622314,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,21,21
1,1,43,0.0866663083434,4.082,scan-leak-fixed-power,120.0,10.399957001208,225.97491299879204,0.5095663461173611,0.0441622340740269,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,22,22
2,2,45,0.0607317984104,3.995,scan-leak-fixed-power,120.0,7.287815809248,216.82089019075198,0.537948674337334,0.032670590444996886,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,22,22
3,3,41,0.292217582464,3.774,scan-leak-fixed-power,120.0,35.06610989568,166.85885410432002,0.5961310239221619,0.1741999666423231,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,22,22
4,4,48,1.78665541171e-05,4.23,scan-leak-fixed-power,120.0,0.0021439864940520003,171.32376601350595,0.7031550306361986,1.2562957407572751e-05,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,22,22
5,5,44,0.291893661022,3.665,scan-leak-fixed-power,120.0,35.02723932264,179.52392367735996,0.5598309355182064,0.1634111013217805,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,22,22
6,6,46,0.211614608765,4.084,scan-leak-fixed-power,120.0,25.393753051799997,170.99785894820002,0.612189035204353,0.12954814317499197,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,22,22
7,7,42,1.80018942046e-05,3.995,scan-leak-fixed-power,120.0,0.002160227304552,241.08574977269544,0.49989645004587824,8.99908300698101e-06,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,22,22
8,8,49,0.0568401925266,4.188,scan-leak-fixed-power,120.0,6.820823103192,207.536928896808,0.5619796231382841,0.03194302997520618,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,22,22
1,1,43,0.390404134989,3.929,scan-leak-fixed-power,120.0,46.84849619868,189.52637380132003,0.5095663461173611,0.19893680857545373,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,23,23
2,2,45,0.324468076229,3.856,scan-leak-fixed-power,120.0,38.93616914748,185.17253685251998,0.537948674337334,0.17454717147217555,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,23,23
3,3,41,0.000150716659846,4.164,scan-leak-fixed-power,120.0,0.018085999181520002,201.9068780008185,0.5961310239221619,8.984687675612417e-05,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,23,23
4,4,48,0.00709679629654,4.174,scan-leak-fixed-power,120.0,0.8516155555848,170.4742944444152,0.7031550306361986,0.004990148017312444,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,23,23
5,5,44,0.0919835940003,3.798,scan-leak-fixed-power,120.0,11.038031280036,203.51313171996398,0.5598309355182064,0.05149526148151483,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,23,23
6,6,46,0.0631018131971,4.198,scan-leak-fixed-power,120.0,7.572217583652,188.81939441634802,0.612189035204353,0.038630238140777956,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,23,23
7,7,42,0.0644727647305,3.879,scan-leak-fixed-power,120.0,7.736731767659999,233.35117823234,0.49989645004587824,0.03222970621342005,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,23,23
8,8,49,0.0583221390843,4.187,scan-leak-fixed-power,120.0,6.998656690116,207.359095309884,0.5619796231382841,0.032775853743213505,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,23,23
1,1,43,3.83045444323e-05,4.318,scan-leak-fixed-power,120.0,0.004596545331876,236.37027345466817,0.5095663461173611,1.9518706746057218e-05,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,24,24
2,2,45,0.348766475916,3.845,scan-leak-fixed-power,120.0,41.85197710992,182.25672889007998,0.537948674337334,0.18761846337231589,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,24,24
3,3,41,0.270157784224,3.786,scan-leak-fixed-power,120.0,32.41893410688,169.50602989312,0.5961310239221619,0.16104943652999562,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,24,24
4,4,48,0.209850624204,3.915,scan-leak-fixed-power,120.0,25.18207490448,146.14383509552,0.7031550306361986,0.147557522091189,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,24,24
5,5,44,0.000249910255661,3.975,scan-leak-fixed-power,120.0,0.02998923067932,214.52117376932065,0.5598309355182064,0.00013990749222229178,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,24,24
6,6,46,0.0590064637363,4.203,scan-leak-fixed-power,120.0,7.080775648356,189.310836351644,0.612189035204353,0.03612311010554614,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,24,24
7,7,42,0.0527688786387,3.889,scan-leak-fixed-power,120.0,6.3322654366440005,234.755644563356,0.49989645004587824,0.026378975104387907,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,24,24
8,8,49,0.0591615326703,4.186,scan-leak-fixed-power,120.0,7.099383920436,207.258368079564,0.5619796231382841,0.033247575834338475,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,24,24
1,1,43,0.0322210900486,4.193,scan-leak-fixed-power,120.0,3.866530805832,232.50833919416803,0.5095663461173611,0.016418783123983566,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,25,25
2,2,45,0.0709694549441,3.989,scan-leak-fixed-power,120.0,8.516334593292,215.592371406708,0.537948674337334,0.03817792420562174,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,25,25
3,3,41,1.64226803463e-05,4.164,scan-leak-fixed-power,120.0,0.001970721641556,201.92299327835846,0.5961310239221619,9.790069250386183e-06,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,25,25
4,4,48,0.328575402498,3.839,scan-leak-fixed-power,120.0,39.42904829976,131.89686170023998,0.7031550306361986,0.23103944720978245,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,25,25
5,5,44,0.226937443018,3.7,scan-leak-fixed-power,120.0,27.23249316216,187.31866983783996,0.5598309355182064,0.1270466010288766,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,25,25
6,6,46,0.27469432354,4.047,scan-leak-fixed-power,120.0,32.9633188248,163.4282931752,0.612189035204353,0.168164852904065,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,25,25
7,7,42,1.67275084095e-05,3.995,scan-leak-fixed-power,120.0,0.00200730100914,241.08590269899085,0.49989645004587824,8.362022072021625e-06,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,25,25
8,8,49,0.066569134593,4.18,scan-leak-fixed-power,120.0,7.98829615116,206.36945584884,0.5619796231382841,0.03741049717121585,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,25,25
1,1,43,3.39473808708e-05,4.318,scan-leak-fixed-power,120.0,0.004073685704496,236.37079631429555,0.5095663461173611,1.7298442830587957e-05,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,26,26
2,2,45,0.347886443138,3.845,scan-leak-fixed-power,120.0,41.74637317656,182.36233282344,0.537948674337334,0.18714505090601738,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,26,26
3,3,41,0.264413952827,3.789,scan-leak-fixed-power,120.0,31.72967433924,170.19528966076,0.5961310239221619,0.15762536043806571,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,26,26
4,4,48,0.213534072042,3.912,scan-leak-fixed-power,120.0,25.62408864504,145.70182135496,0.7031550306361986,0.15014755696856474,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,26,26
5,5,44,0.00014450965682,3.976,scan-leak-fixed-power,120.0,0.0173411588184,214.53382184118158,0.5598309355182064,8.090097636895556e-05,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,26,26
6,6,46,0.0574145391583,4.206,scan-leak-fixed-power,120.0,6.889744698996,189.501867301004,0.612189035204353,0.03514855133402222,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,26,26
7,7,42,0.0601999349892,3.883,scan-leak-fixed-power,120.0,7.223992198704001,233.863917801296,0.49989645004587824,0.03009373379409374,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,26,26
8,8,49,0.0563726201653,4.189,scan-leak-fixed-power,120.0,6.764714419836,207.593037580164,0.5619796231382841,0.031680263835812926,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,26,26
1,1,43,0.0427586883307,4.152,scan-leak-fixed-power,120.0,5.131042599684,231.24382740031604,0.5095663461173611,0.021788388577445843,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,27,27
2,2,45,0.0608085207641,3.995,scan-leak-fixed-power,120.0,7.297022491692,216.811683508308,0.537948674337334,0.03271186313346184,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,27,27
3,3,41,1.88326812349e-05,4.164,scan-leak-fixed-power,120.0,0.0022599217481879996,201.92270407825183,0.5961310239221619,1.122674554776062e-05,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,27,27
4,4,48,0.3399310112,3.832,scan-leak-fixed-power,120.0,40.791721344,130.534188656,0.7031550306361986,0.23902420059452997,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,27,27
5,5,44,0.215235903859,3.708,scan-leak-fixed-power,120.0,25.82830846308,188.72285453691998,0.5598309355182064,0.12049571741449071,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,27,27
6,6,46,0.289112627506,4.039,scan-leak-fixed-power,120.0,34.693515300719994,161.69809669928003,0.612189035204353,0.1769915804982936,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,27,27
7,7,42,2.06603435799e-05,3.995,scan-leak-fixed-power,120.0,0.0024792412295879997,241.0854307587704,0.49989645004587824,1.0328032412320161e-05,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,27,27
8,8,49,0.0521137081087,4.192,scan-leak-fixed-power,120.0,6.2536449730440005,208.104107026956,0.5619796231382841,0.029286842043265766,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,27,27
1,1,43,0.120812468231,4.061,scan-leak-fixed-power,120.0,14.49749618772,221.87737381228004,0.5095663461173611,0.061561968001890434,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,28,28
2,2,45,0.0815562456846,3.983,scan-leak-fixed-power,120.0,9.786749482152,214.32195651784798,0.537948674337334,0.04387307424996048,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,28,28
3,3,41,0.336167305708,3.751,scan-leak-fixed-power,120.0,40.34007668496,161.58488731504002,0.5961310239221619,0.20039976016086447,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,28,28
4,4,48,0.000604423345067,4.225,scan-leak-fixed-power,120.0,0.07253080140804,171.25337919859194,0.7031550306361986,0.00042500331571781997,0.6665322360000001,171.32591,170.659377764,Scandata-backup-04\1Col\power_data\48.txt,28,28
5,5,44,0.268557786942,3.678,scan-leak-fixed-power,120.0,32.22693443304,182.32422856695996,0.5598309355182064,0.15034695710443902,0.20073613599999998,214.55116299999997,214.35042686399999,Scandata-backup-04\1Col\power_data\44.txt,28,28
6,6,46,0.167992070317,4.113,scan-leak-fixed-power,120.0,20.15904843804,176.23256356196,0.612189035204353,0.10284290344934606,0.37372683820000385,196.391612,196.0178851618,Scandata-backup-04\1Col\power_data\46.txt,28,28
7,7,42,0.00288736657239,3.988,scan-leak-fixed-power,120.0,0.3464839886868,240.7414260113132,0.49989645004587824,0.0014433842995188965,1.038195726200002,241.08791,240.0497142738,Scandata-backup-04\1Col\power_data\42.txt,28,28
8,8,49,0.0214224047959,4.248,scan-leak-fixed-power,120.0,2.570688575508,211.787063424492,0.5619796231382841,0.01203895497391565,0.8268781760000037,214.357752,213.530873824,Scandata-backup-04\1Col\power_data\49.txt,28,28
1,1,43,0.0452345050871,4.143,scan-leak-fixed-power,120.0,5.428140610452,230.94672938954804,0.5095663461173611,0.02304998147566073,0.8805110919999946,236.37487000000004,235.49435890800004,Scandata-backup-04\1Col\power_data\43.txt,29,29
2,2,45,0.0552674457431,3.998,scan-leak-fixed-power,120.0,6.632093489172,217.47661251082798,0.537948674337334,0.029731049171511172,1.039097829999994,224.10870599999998,223.06960816999998,Scandata-backup-04\1Col\power_data\45.txt,29,29
3,3,41,0.0591397956014,3.99,scan-leak-fixed-power,120.0,7.096775472168,194.82818852783203,0.5961310239221619,0.03525506690640995,0.6269352370000004,201.92496400000002,201.29802876300002,Scandata-backup-04\1Col\power_data\41.txt,29,29
