local_measurement_index,sample_index,output_power_sum_w,output_power_sum_uw,switch_current_failure_count,upload_attempts,target_input_power_uw,output_power_limit_uw,output_power_limit_exceeded,repair_reason,feature_0,input_voltage_0,output_power_w_0,output_power_uw_0,feature_1,input_voltage_1,output_power_w_1,output_power_uw_1,feature_2,input_voltage_2,output_power_w_2,output_power_uw_2,feature_3,input_voltage_3,output_power_w_3,output_power_uw_3,feature_4,input_voltage_4,output_power_w_4,output_power_uw_4,feature_5,input_voltage_5,output_power_w_5,output_power_uw_5,feature_6,input_voltage_6,output_power_w_6,output_power_uw_6,feature_7,input_voltage_7,output_power_w_7,output_power_uw_7
235,235,6.802473979999999e-05,68.02473979999999,0,1,72.94117647058823,,False,,0.0,4.318,1.880371e-06,1.880371,0.6078431372549019,3.932,3.545366e-05,35.45366,0.0,4.164,4.431168e-07,0.4431168,0.0,4.23,1.012533e-05,10.12533,0.0,3.977,4.413464e-06,4.413464,0.0,4.329,4.65608e-07,0.465608,0.0,3.995,1.386642e-05,13.86642,0.0,4.294,1.37677e-06,1.3767699999999998
236,236,0.0001218970857,121.8970857,0,1,113.88235294117646,,False,,0.0,4.318,1.4644e-06,1.4644,0.0,4.261,3.488654e-05,34.886540000000004,0.0,4.164,1.157178e-06,1.157178,0.0,4.23,2.694462e-05,26.94462,0.9490196078431372,3.512,4.381297e-06,4.381297,0.0,4.329,9.470432e-07,0.9470432,0.0,3.995,5.119383e-05,51.19383,0.0,4.294,9.221775e-07,0.9221775
237,237,0.0001058483174,105.8483174,0,1,113.88235294117646,,False,,0.0,4.318,4.816024e-07,0.4816024,0.0,4.261,1.493416e-06,1.493416,0.0,4.164,2.464215e-05,24.64215,0.9490196078431372,3.806,4.986382e-06,4.986382,0.0,3.977,6.377324e-06,6.377324,0.0,4.329,6.577754e-05,65.77754,0.0,3.995,1.089323e-06,1.089323,0.0,4.294,1.00058e-06,1.00058
238,238,0.00010821077866,108.21077866,0,1,118.11764705882352,,False,,0.0,4.318,5.099903e-07,0.5099903,0.0,4.261,5.673683e-06,5.673683,0.984313725490196,3.727,5.044079e-05,50.44079,0.0,4.23,9.281623e-07,0.9281623,0.0,3.977,4.94884e-05,49.4884,0.0,4.329,4.928056e-08,0.04928056,0.0,3.995,1.264832e-07,0.1264832,0.0,4.294,9.939893e-07,0.9939893
239,239,0.0001066902182,106.6902182,0,1,102.5882352941176,,False,,0.0,4.318,1.161126e-06,1.161126,0.0,4.261,2.986355e-05,29.86355,0.0,4.164,1.011917e-06,1.011917,0.0,4.23,2.353429e-05,23.53429,0.8549019607843135,3.549,4.192613e-06,4.192613,0.0,4.329,7.839704e-07,0.7839704000000001,0.0,3.995,4.523655e-05,45.23655,0.0,4.294,9.062018e-07,0.9062018
240,240,0.0001080303887999,108.0303888,0,1,118.11764705882352,,False,,0.0,4.318,2.816124e-06,2.816124,0.984313725490196,3.835,5.767113e-05,57.67113,0.0,4.164,6.186881e-07,0.6186881000000001,0.0,4.23,1.659339e-05,16.59339,0.0,3.977,6.487014e-06,6.487014,0.0,4.329,6.264837e-07,0.6264837,0.0,3.995,2.174242e-05,21.74242,0.0,4.294,1.475139e-06,1.4751390000000002
241,241,9.52457589e-05,95.2457589,0,1,102.5882352941176,,False,,0.0,4.318,4.783694e-07,0.4783694,0.0,4.261,1.441686e-06,1.441686,0.0,4.164,2.212973e-05,22.12973,0.8549019607843135,3.831,4.659795e-06,4.659795,0.0,3.977,5.538316e-06,5.538316,0.0,4.329,5.909191e-05,59.091910000000006,0.0,3.995,9.212338e-07,0.9212338,0.0,4.294,9.847187e-07,0.9847187
242,242,2.4698850705e-05,24.698850705,0,1,20.23529411764705,,False,,0.0,4.318,8.923255e-09,0.008923255,0.0,4.261,4.185164e-06,4.185164,0.0,4.164,2.276163e-07,0.2276163,0.0,4.23,5.111486e-06,5.111486,0.1686274509803921,3.799,2.875284e-06,2.875284,0.0,4.329,5.300945e-08,0.05300945,0.0,3.995,1.13582e-05,11.3582,0.0,4.294,8.791677e-07,0.8791677
243,243,5.58265107e-06,5.582651070000001,0,1,6.588235294117643,,False,,0.0,4.318,2.697625e-07,0.2697625,0.0,4.261,2.900494e-07,0.2900493999999999,0.0549019607843137,4.09,2.453289e-06,2.4532890000000003,0.0,4.23,9.78116e-07,0.978116,0.0,3.977,3.202807e-07,0.3202807,0.0,4.329,8.695347e-08,0.0869534699999999,0.0,3.995,1.79212e-07,0.179212,0.0,4.294,1.004988e-06,1.004988
244,244,2.060410447e-05,20.604104470000003,0,1,20.23529411764705,,False,,0.0,4.318,4.581214e-07,0.4581214,0.0,4.261,9.16634e-07,0.916634,0.0,4.164,4.152756e-06,4.152756,0.1686274509803921,4.063,2.016342e-06,2.016342,0.0,3.977,9.824084e-07,0.9824084,0.0,4.329,1.108435e-05,11.08435,0.0,3.995,5.059947e-08,0.05059947,0.0,4.294,9.428932e-07,0.9428932
245,245,5.65441779e-06,5.65441779,0,1,6.588235294117643,,False,,0.0,4.318,4.414926e-07,0.4414926,0.0549019607843137,4.261,5.935785e-07,0.5935785,0.0,4.164,1.183847e-07,0.1183847,0.0,4.23,9.407881e-07,0.9407881,0.0,3.977,2.154505e-06,2.154505,0.0,4.329,8.941399e-08,0.08941399,0.0,3.995,3.277063e-07,0.3277063,0.0,4.294,9.885486e-07,0.9885486
246,246,1.6048467455e-05,16.048467455,0,1,12.235294117647047,,False,,0.0,4.318,8.342205e-09,0.008342205,0.0,4.261,1.886416e-06,1.886416,0.0,4.164,1.570301e-07,0.1570300999999999,0.0,4.23,3.183488e-06,3.183488,0.1019607843137254,3.843,2.670253e-06,2.670253,0.0,4.329,1.247535e-08,0.01247535,0.0,3.995,7.234117e-06,7.234116999999999,0.0,4.294,8.963458e-07,0.8963458
247,247,5.75091565e-06,5.75091565,0,1,6.1176470588235246,,False,,0.0,4.318,2.644515e-07,0.2644515,0.0,4.261,2.881221e-07,0.2881221,0.0509803921568627,4.087,2.609553e-06,2.609553,0.0,4.23,9.785383e-07,0.9785383,0.0,3.977,3.443522e-07,0.3443522,0.0,4.329,8.630965e-08,0.08630965,0.0,3.995,1.746479e-07,0.1746479,0.0,4.294,1.004941e-06,1.004941
248,248,1.140468682e-05,11.40468682,0,1,12.235294117647047,,False,,0.0,4.318,4.526414e-07,0.4526414,0.0,4.261,7.994249e-07,0.7994249,0.0,4.164,1.824875e-06,1.824875,0.1019607843137254,4.117,1.562917e-06,1.562917,0.0,3.977,9.017249e-07,0.9017249,0.0,4.329,4.857152e-06,4.857152,0.0,3.995,5.359652e-08,0.05359652,0.0,4.294,9.523551e-07,0.9523551
249,249,1.0711132859e-05,10.711132859,0,1,7.058823529411764,,False,,0.0,4.318,6.171974e-08,0.0617197399999999,0.0,4.261,6.343367e-07,0.6343367000000001,0.0,4.164,1.17596e-07,0.117596,0.0,4.23,2.006348e-06,2.006348,0.0588235294117647,3.88,2.503792e-06,2.503792,0.0,4.329,2.721019e-09,0.002721019,0.0,3.995,4.467764e-06,4.467764,0.0,4.294,9.168554e-07,0.9168554
250,250,5.64471483e-06,5.64471483,0,1,6.1176470588235246,,False,,0.0,4.318,4.424546e-07,0.4424546,0.0509803921568627,4.261,5.899188e-07,0.5899188,0.0,4.164,1.19328e-07,0.1193279999999999,0.0,4.23,9.349416e-07,0.9349416,0.0,3.977,2.154007e-06,2.154007,0.0,4.329,8.907273e-08,0.08907273,0.0,3.995,3.267801e-07,0.3267801,0.0,4.294,9.88212e-07,0.988212
251,251,3.905341612e-05,39.05341612,0,1,41.882352941176464,,False,,0.0,4.318,1.520152e-07,0.1520152,0.0,4.261,1.746014e-06,1.746014,0.3490196078431372,3.908,2.051016e-05,20.51016,0.0,4.23,9.918225e-07,0.9918225,0.0,3.977,1.455955e-05,14.55955,0.0,4.329,7.248281e-08,0.07248281,0.0,3.995,1.475561e-08,0.0147556099999999,0.0,4.294,1.006616e-06,1.006616
252,252,6.6722965e-06,6.6722965,0,1,7.058823529411764,,False,,0.0,4.318,4.468531e-07,0.4468531,0.0,4.261,7.063323e-07,0.7063323,0.0,4.164,5.685738e-07,0.5685738,0.0588235294117647,4.164,1.24408e-06,1.24408,0.0,3.977,1.188642e-06,1.188642,0.0,4.329,1.42776e-06,1.42776,0.0,3.995,1.243078e-07,0.1243078,0.0,4.294,9.657475e-07,0.9657475
253,253,7.589005469999999e-05,75.89005470000001,0,1,69.17647058823528,,False,,0.0,4.318,6.096096e-07,0.6096096000000001,0.0,4.261,1.983014e-05,19.83014,0.0,4.164,7.021745e-07,0.7021744999999999,0.0,4.23,1.655884e-05,16.55884,0.576470588235294,3.629,3.747527e-06,3.747527,0.0,4.329,4.719587e-07,0.4719587,0.0,3.995,3.309614e-05,33.09614,0.0,4.294,8.736649e-07,0.8736649000000001
254,254,3.71195695e-05,37.1195695,0,1,41.882352941176464,,False,,0.0,4.318,1.157977e-06,1.157977,0.3490196078431372,4.024,1.834056e-05,18.34056,0.0,4.164,3.015653e-07,0.3015653,0.0,4.23,5.137772e-06,5.137772,0.0,3.977,2.917921e-06,2.917921,0.0,4.329,3.151512e-07,0.3151512,0.0,3.995,7.680421e-06,7.680420999999999,0.0,4.294,1.268202e-06,1.268202
255,255,0.00010721730757,107.21730757,0,1,118.5882352941176,,False,,0.0,4.318,4.978962e-07,0.4978962,0.0,4.261,5.611916e-06,5.611916,0.9882352941176468,3.729,5.002738e-05,50.02738,0.0,4.23,9.161674e-07,0.9161674,0.0,3.977,4.900165e-05,49.00165,0.0,4.329,4.910967e-08,0.04910967,0.0,3.995,1.233474e-07,0.1233474,0.0,4.294,9.898409e-07,0.9898409
256,256,6.51226932e-05,65.1226932,0,1,69.17647058823528,,False,,0.0,4.318,4.663657e-07,0.4663657,0.0,4.261,1.264709e-06,1.264709,0.0,4.164,1.493436e-05,14.93436,0.576470588235294,3.91,3.666131e-06,3.666131,0.0,3.977,3.354626e-06,3.354626,0.0,4.329,4.00063e-05,40.0063,0.0,3.995,4.81e-07,0.481,0.0,4.294,9.492015e-07,0.9492015
257,257,0.0001081324915,108.1324915,0,1,118.5882352941176,,False,,0.0,4.318,2.825105e-06,2.825105,0.9882352941176468,3.834,5.77503e-05,57.7503,0.0,4.164,6.232599e-07,0.6232599000000001,0.0,4.23,1.662237e-05,16.62237,0.0,3.977,6.489245e-06,6.489245,0.0,4.329,6.259426e-07,0.6259426,0.0,3.995,2.172886e-05,21.72886,0.0,4.294,1.467409e-06,1.467409
258,258,3.580236979e-05,35.80236979,0,1,30.588235294117645,,False,,0.0,4.318,8.105059e-08,0.0810505899999999,0.0,4.261,7.358921e-06,7.358921,0.0,4.164,3.25111e-07,0.325111,0.0,4.23,7.593612e-06,7.593612,0.2549019607843137,3.754,3.085503e-06,3.085503,0.0,4.329,1.256419e-07,0.1256419,0.0,3.995,1.63668e-05,16.3668,0.0,4.294,8.657303e-07,0.8657303000000001
259,259,4.590235156e-05,45.90235156,0,1,49.411764705882334,,False,,0.0,4.318,1.691077e-07,0.1691077,0.0,4.261,2.103467e-06,2.103467,0.4117647058823528,3.886,2.366442e-05,23.66442,0.0,4.23,9.872858e-07,0.9872858,0.0,3.977,1.789087e-05,17.89087,0.0,4.329,6.9659e-08,0.069659,0.0,3.995,1.396206e-08,0.01396206,0.0,4.294,1.00358e-06,1.00358
260,260,3.01184934e-05,30.1184934,0,1,30.588235294117645,,False,,0.0,4.318,4.576282e-07,0.4576282,0.0,4.261,1.005203e-06,1.005203,0.0,4.164,6.506674e-06,6.506673999999999,0.2549019607843137,4.022,2.397535e-06,2.397535,0.0,3.977,1.325618e-06,1.325618,0.0,4.329,1.738559e-05,17.38559,0.0,3.995,1.047517e-07,0.1047516999999999,0.0,4.294,9.354935e-07,0.9354935
261,261,3.023516397e-05,30.23516397,0,1,25.411764705882348,,False,,0.0,4.318,3.795647e-08,0.03795647,0.0,4.261,5.773235e-06,5.773235,0.0,4.164,2.759754e-07,0.2759754,0.0,4.23,6.340681e-06,6.340681,0.2117647058823529,3.775,2.991185e-06,2.991185,0.0,4.329,8.78952e-08,0.0878952,0.0,3.995,1.386208e-05,13.86208,0.0,4.294,8.661559e-07,0.8661559
262,262,4.7353155e-05,47.353155,0,1,49.411764705882334,,False,,0.0,4.318,1.400572e-06,1.4005720000000002,0.4117647058823528,3.991,2.409175e-05,24.09175,0.0,4.164,3.52271e-07,0.352271,0.0,4.23,6.698982e-06,6.698982,0.0,3.977,3.387558e-06,3.3875580000000003,0.0,4.329,3.65647e-07,0.365647,0.0,3.995,9.752957e-06,9.752957,0.0,4.294,1.303418e-06,1.303418
263,263,2.478879334e-05,24.78879334,0,1,26.823529411764707,,False,,0.0,4.318,1.378547e-07,0.1378547,0.0,4.261,1.020115e-06,1.020115,0.2235294117647059,3.961,1.364977e-05,13.64977,0.0,4.23,9.944413e-07,0.9944413,0.0,3.977,7.872799e-06,7.872798999999999,0.0,4.329,7.827173e-08,0.07827173,0.0,3.995,3.180461e-08,0.03180461,0.0,4.294,1.003737e-06,1.003737
264,264,2.474620666e-05,24.74620666,0,1,25.411764705882348,,False,,0.0,4.318,4.573264e-07,0.4573264,0.0,4.261,9.552047e-07,0.9552047,0.0,4.164,5.158819e-06,5.158819,0.2117647058823529,4.044,2.188496e-06,2.188496,0.0,3.977,1.109087e-06,1.109087,0.0,4.329,1.38704e-05,13.8704,0.0,3.995,7.103026e-08,0.07103026,0.0,4.294,9.358433e-07,0.9358433
265,265,3.79369412e-05,37.9369412,0,1,32.4705882352941,,False,,0.0,4.318,1.003015e-07,0.1003015,0.0,4.261,8.011149e-06,8.011149,0.0,4.164,3.464017e-07,0.3464017,0.0,4.23,8.077717e-06,8.077717,0.2705882352941175,3.746,3.13953e-06,3.13953,0.0,4.329,1.422299e-07,0.1422299,0.0,3.995,1.72571e-05,17.2571,0.0,4.294,8.625121e-07,0.8625121
266,266,2.47520707e-05,24.7520707,0,1,26.823529411764707,,False,,0.0,4.318,8.720612e-07,0.8720612,0.2235294117647059,4.071,1.147347e-05,11.47347,0.0,4.164,2.420078e-07,0.2420078,0.0,4.23,3.223051e-06,3.223051,0.0,3.977,2.3897e-06,2.3897000000000004,0.0,4.329,2.518987e-07,0.2518987,0.0,3.995,5.091779e-06,5.091779,0.0,4.294,1.208103e-06,1.208103
267,267,2.37028337e-05,23.7028337,0,1,24.94117647058824,,False,,0.0,4.318,1.38801e-07,0.138801,0.0,4.261,9.665571e-07,0.9665571,0.207843137254902,3.966,1.308308e-05,13.08308,0.0,4.23,9.97197e-07,0.997197,0.0,3.977,7.399884e-06,7.399883999999999,0.0,4.329,7.79945e-08,0.0779945,0.0,3.995,3.50391e-08,0.0350391,0.0,4.294,1.004281e-06,1.004281
268,268,3.26769885e-05,32.6769885,0,1,32.4705882352941,,False,,0.0,4.318,4.6153e-07,0.46153,0.0,4.261,1.028661e-06,1.028661,0.0,4.164,7.126614e-06,7.126614,0.2705882352941175,4.012,2.497035e-06,2.497035,0.0,3.977,1.435123e-06,1.435123,0.0,4.329,1.906674e-05,19.06674,0.0,3.995,1.260548e-07,0.1260548,0.0,4.294,9.352307e-07,0.9352307
269,269,4.11360532e-05,41.13605319999999,0,1,35.76470588235294,,False,,0.0,4.318,1.32473e-07,0.132473,0.0,4.261,9.016895e-06,9.016895,0.0,4.164,3.713506e-07,0.3713506,0.0,4.23,8.786324e-06,8.786324,0.2980392156862745,3.734,3.187833e-06,3.187833,0.0,4.329,1.684909e-07,0.1684909,0.0,3.995,1.861023e-05,18.61023,0.0,4.294,8.624567e-07,0.8624567
270,270,2.35524556e-05,23.5524556,0,1,24.94117647058824,,False,,0.0,4.318,8.427572e-07,0.8427572,0.207843137254902,4.076,1.080822e-05,10.80822,0.0,4.164,2.387231e-07,0.2387230999999999,0.0,4.23,3.043639e-06,3.043639,0.0,3.977,2.335053e-06,2.3350530000000003,0.0,4.329,2.457223e-07,0.2457222999999999,0.0,3.995,4.833561e-06,4.833561,0.0,4.294,1.20478e-06,1.20478
271,271,2.507255072e-05,25.07255072,0,1,27.76470588235293,,False,,0.0,4.318,1.37104e-07,0.137104,0.0,4.261,1.031601e-06,1.031601,0.2313725490196078,3.96,1.378735e-05,13.78735,0.0,4.23,9.961801e-07,0.9961801,0.0,3.977,8.00561e-06,8.00561,0.0,4.329,7.770854e-08,0.0777085399999999,0.0,3.995,3.180808e-08,0.03180808,0.0,4.294,1.005189e-06,1.005189
272,272,5.626390840000001e-06,5.62639084,0,1,35.76470588235294,,False,,0.0,4.318,4.408876e-07,0.4408876,0.0,4.261,5.887607e-07,0.5887607,0.0,4.164,1.183676e-07,0.1183676,0.2980392156862745,4.006,9.339816e-07,0.9339816,0.0,3.977,2.145815e-06,2.145815,0.0,4.329,8.903444e-08,0.0890344399999999,0.0,3.995,3.246052e-07,0.3246052,0.0,4.294,9.849387e-07,0.9849387
273,273,4.23914555e-05,42.391455500000006,0,1,36.70588235294117,,False,,0.0,4.318,1.434526e-07,0.1434526,0.0,4.261,9.363577e-06,9.363577,0.0,4.164,3.851963e-07,0.3851963,0.0,4.23,9.077407e-06,9.077407,0.3058823529411764,3.73,3.217473e-06,3.217473,0.0,4.329,1.768761e-07,0.1768760999999999,0.0,3.995,1.916606e-05,19.16606,0.0,4.294,8.614135e-07,0.8614134999999999
274,274,2.64445617e-05,26.4445617,0,1,27.76470588235293,,False,,0.0,4.318,9.098329e-07,0.9098329,0.2313725490196078,4.064,1.241122e-05,12.41122,0.0,4.164,2.511133e-07,0.2511133,0.0,4.23,3.478988e-06,3.478988,0.0,3.977,2.458808e-06,2.458808,0.0,4.329,2.598635e-07,0.2598634999999999,0.0,3.995,5.45532e-06,5.45532,0.0,4.294,1.219416e-06,1.2194159999999998
275,275,2.53115725e-05,25.311572500000004,0,1,29.6470588235294,,False,,0.0,4.318,1.378036e-07,0.1378036,0.0,4.261,1.042429e-06,1.0424289999999998,0.2470588235294117,3.959,1.390013e-05,13.90013,0.0,4.23,9.960505e-07,0.9960505,0.0,3.977,8.121167e-06,8.121167000000002,0.0,4.329,7.772375e-08,0.07772375,0.0,3.995,3.104765e-08,0.03104765,0.0,4.294,1.005221e-06,1.005221
276,276,3.5670933399999994e-05,35.6709334,0,1,36.70588235294117,,False,,0.0,4.318,4.629032e-07,0.4629032,0.0,4.261,1.051828e-06,1.051828,0.0,4.164,7.857229e-06,7.857228999999999,0.3058823529411764,4.001,2.60788e-06,2.60788,0.0,3.977,1.580847e-06,1.580847,0.0,4.329,2.102254e-05,21.02254,0.0,3.995,1.514489e-07,0.1514489,0.0,4.294,9.362573e-07,0.9362573
277,277,4.30709823e-05,43.0709823,0,1,37.17647058823529,,False,,0.0,4.318,1.512655e-07,0.1512655,0.0,4.261,9.572701e-06,9.572701,0.0,4.164,3.898531e-07,0.3898531,0.0,4.23,9.196064e-06,9.196064,0.3098039215686274,3.728,3.234073e-06,3.234073,0.0,4.329,1.822338e-07,0.1822338,0.0,3.995,1.948314e-05,19.48314,0.0,4.294,8.616519e-07,0.8616519
278,278,2.79549276e-05,27.9549276,0,1,29.6470588235294,,False,,0.0,4.318,9.449388e-07,0.9449388,0.2470588235294117,4.058,1.325243e-05,13.25243,0.0,4.164,2.5746e-07,0.2574599999999999,0.0,4.23,3.719662e-06,3.719662,0.0,3.977,2.526772e-06,2.526772,0.0,4.329,2.680998e-07,0.2680998,0.0,3.995,5.75832e-06,5.75832,0.0,4.294,1.227245e-06,1.227245
279,279,3.65213387e-05,36.5213387,0,1,37.17647058823529,,False,,0.0,4.318,4.657476e-07,0.4657476,0.0,4.261,1.058924e-06,1.058924,0.0,4.164,8.048219e-06,8.048219000000001,0.3098039215686274,3.998,2.647836e-06,2.647836,0.0,3.977,1.62388e-06,1.62388,0.0,4.329,2.158284e-05,21.58284,0.0,3.995,1.587676e-07,0.1587675999999999,0.0,4.294,9.351245e-07,0.9351245
280,280,8.48223786e-05,84.82237860000001,0,1,77.64705882352942,,False,,0.0,4.318,7.619406e-07,0.7619406,0.0,4.261,2.266476e-05,22.66476,0.0,4.164,7.96617e-07,0.796617,0.0,4.23,1.861257e-05,18.61257,0.6470588235294118,3.605,3.882929e-06,3.882929,0.0,4.329,5.572269e-07,0.5572269,0.0,3.995,3.66711e-05,36.6711,0.0,4.294,8.752351e-07,0.8752350999999999
281,281,7.071662293e-05,70.71662293,0,1,77.1764705882353,,False,,0.0,4.318,2.755284e-07,0.2755284,0.0,4.261,3.47957e-06,3.4795700000000003,0.6431372549019608,3.817,3.461882e-05,34.61882,0.0,4.23,9.665787e-07,0.9665787,0.0,3.977,3.027338e-05,30.27338,0.0,4.329,6.205828e-08,0.0620582799999999,0.0,3.995,3.952955e-08,0.03952955,0.0,4.294,1.001158e-06,1.001158
282,282,7.38172739e-05,73.8172739,0,1,77.64705882352942,,False,,0.0,4.318,4.735359e-07,0.4735359,0.0,4.261,1.316236e-06,1.316236,0.0,4.164,1.695106e-05,16.951060000000002,0.6470588235294118,3.886,3.947705e-06,3.947705,0.0,3.977,3.951262e-06,3.951262,0.0,4.329,4.562218e-05,45.62218,0.0,3.995,5.995396e-07,0.5995396000000001,0.0,4.294,9.557554e-07,0.9557554
283,283,7.0263335e-05,70.26333500000001,0,1,66.8235294117647,,False,,0.0,4.318,5.205675e-07,0.5205675,0.0,4.261,1.806864e-05,18.06864,0.0,4.164,6.501392e-07,0.6501392,0.0,4.23,1.529962e-05,15.29962,0.5568627450980391,3.644,3.679897e-06,3.679897,0.0,4.329,4.208737e-07,0.4208737,0.0,3.995,3.075432e-05,30.75432,0.0,4.294,8.692776e-07,0.8692776000000001
284,284,7.03003349e-05,70.3003349,0,1,77.1764705882353,,False,,0.0,4.318,1.935382e-06,1.935382,0.6431372549019608,3.926,3.676985e-05,36.76985,0.0,4.164,4.535759e-07,0.4535759,0.0,4.23,1.041163e-05,10.41163,0.0,3.977,4.517213e-06,4.517213,0.0,4.329,4.7087e-07,0.4708699999999999,0.0,3.995,1.436918e-05,14.36918,0.0,4.294,1.372634e-06,1.372634
285,285,2.209884993e-05,22.09884993,0,1,23.52941176470588,,False,,0.0,4.318,1.402063e-07,0.1402063,0.0,4.261,8.920346e-07,0.8920346,0.196078431372549,3.973,1.229752e-05,12.29752,0.0,4.23,9.948421e-07,0.9948421,0.0,3.977,6.648103e-06,6.648103,0.0,4.329,7.92173e-08,0.0792173,0.0,3.995,3.957063e-08,0.0395706299999999,0.0,4.294,1.007356e-06,1.007356
286,286,6.461429229999999e-05,64.6142923,0,1,66.8235294117647,,False,,0.0,4.318,4.713529e-07,0.4713528999999999,0.0,4.261,1.257965e-06,1.257965,0.0,4.164,1.483671e-05,14.83671,0.5568627450980391,3.911,3.63967e-06,3.63967,0.0,3.977,3.307352e-06,3.307352,0.0,4.329,3.96749e-05,39.6749,0.0,3.995,4.763391e-07,0.4763391,0.0,4.294,9.500033e-07,0.9500033
287,287,3.306011226e-05,33.06011226,0,1,28.23529411764705,,False,,0.0,4.318,5.782666e-08,0.05782666,0.0,4.261,6.574252e-06,6.574252,0.0,4.164,2.992677e-07,0.2992676999999999,0.0,4.23,6.980411e-06,6.980411,0.2352941176470588,3.764,3.041205e-06,3.041205,0.0,4.329,1.066266e-07,0.1066266,0.0,3.995,1.513287e-05,15.13287,0.0,4.294,8.676533e-07,0.8676533
288,288,2.1618782e-05,21.618782000000003,0,1,23.52941176470588,,False,,0.0,4.318,7.959992e-07,0.7959992,0.196078431372549,4.085,9.720813e-06,9.720813,0.0,4.164,2.256519e-07,0.2256519,0.0,4.23,2.760161e-06,2.760161,0.0,3.977,2.266492e-06,2.266492,0.0,4.329,2.342029e-07,0.2342029,0.0,3.995,4.421582e-06,4.421582,0.0,4.294,1.19388e-06,1.19388
289,289,4.224400301e-05,42.24400301,0,1,45.17647058823529,,False,,0.0,4.318,1.612578e-07,0.1612577999999999,0.0,4.261,1.912207e-06,1.912207,0.3764705882352941,3.898,2.198063e-05,21.98063,0.0,4.23,9.886101e-07,0.9886101,0.0,3.977,1.611014e-05,16.11014,0.0,4.329,7.10561e-08,0.0710561,0.0,3.995,1.419401e-08,0.01419401,0.0,4.294,1.005908e-06,1.005908
290,290,2.682119881e-05,26.82119881,0,1,28.23529411764705,,False,,0.0,4.318,4.632302e-07,0.4632302,0.0,4.261,9.78001e-07,0.978001,0.0,4.164,5.677939e-06,5.677939,0.2352941176470588,4.035,2.262093e-06,2.262093,0.0,3.977,1.17743e-06,1.17743,0.0,4.329,1.524364e-05,15.24364,0.0,3.995,8.330381e-08,0.08330381,0.0,4.294,9.355618e-07,0.9355618
291,291,4.31232366e-05,43.123236600000006,0,1,45.17647058823529,,False,,0.0,4.318,1.299779e-06,1.299779,0.3764705882352941,4.004,2.168884e-05,21.688840000000003,0.0,4.164,3.312698e-07,0.3312698,0.0,4.23,6.07109e-06,6.071090000000001,0.0,3.977,3.202948e-06,3.202948,0.0,4.329,3.451928e-07,0.3451927999999999,0.0,3.995,8.89986e-06,8.89986,0.0,4.294,1.284257e-06,1.284257
292,292,8.560807471e-05,85.60807471,0,1,93.6470588235294,,False,,0.0,4.318,3.55354e-07,0.355354,0.0,4.261,4.345913e-06,4.345913,0.7803921568627451,3.779,4.100681e-05,41.00681,0.0,4.23,9.477275e-07,0.9477275,0.0,3.977,3.783061e-05,37.83061,0.0,4.329,5.651568e-08,0.05651568,0.0,3.995,6.954183e-08,0.06954183,0.0,4.294,9.956027e-07,0.9956027
293,293,5.62558963e-06,5.62558963,0,1,93.6470588235294,,False,,0.0,4.318,4.435944e-07,0.4435944,0.7803921568627451,3.889,5.88213e-07,0.588213,0.0,4.164,1.183663e-07,0.1183663,0.0,4.23,9.306012e-07,0.9306012,0.0,3.977,2.148598e-06,2.148598,0.0,4.329,8.906503e-08,0.08906503,0.0,3.995,3.248633e-07,0.3248633,0.0,4.294,9.822884e-07,0.9822884
294,294,8.62859956e-05,86.2859956,0,1,79.52941176470587,,False,,0.0,4.318,7.844963e-07,0.7844963,0.0,4.261,2.319116e-05,23.19116,0.0,4.164,8.051312e-07,0.8051312,0.0,4.23,1.893286e-05,18.93286,0.6627450980392156,3.601,3.903877e-06,3.903877,0.0,4.329,5.756351e-07,0.5756351,0.0,3.995,3.721435e-05,37.21435,0.0,4.294,8.78486e-07,0.878486
295,295,7.47617494e-05,74.7617494,0,1,79.52941176470587,,False,,0.0,4.318,4.71768e-07,0.471768,0.0,4.261,1.319877e-06,1.319877,0.0,4.164,1.723381e-05,17.233810000000002,0.6627450980392156,3.884,3.976448e-06,3.976448,0.0,3.977,4.031719e-06,4.031719,0.0,4.329,4.615566e-05,46.15566,0.0,3.995,6.117456e-07,0.6117456,0.0,4.294,9.607218e-07,0.9607218
296,296,6.25357611e-05,62.5357611,0,1,56.94117647058823,,False,,0.0,4.318,4.053727e-07,0.4053727,0.0,4.261,1.560699e-05,15.60699,0.0,4.164,5.773865e-07,0.5773865,0.0,4.23,1.363685e-05,13.63685,0.4745098039215686,3.666,3.549733e-06,3.549733,0.0,4.329,3.498833e-07,0.3498833,0.0,3.995,2.754856e-05,27.54856,0.0,4.294,8.609856e-07,0.8609855999999999
297,297,5.625852539999999e-06,5.62585254,0,1,9.88235294117646,,False,,0.0,4.318,4.416043e-07,0.4416043,0.0,4.261,5.898755e-07,0.5898755,0.0823529411764705,4.164,1.178105e-07,0.1178105,0.0,4.23,9.317174e-07,0.9317174,0.0,3.977,2.147812e-06,2.147812,0.0,4.329,9.014204e-08,0.09014204,0.0,3.995,3.250169e-07,0.3250169,0.0,4.294,9.818739e-07,0.9818739
