local_sample_row,sample_index,label,source_voltage_file,source_voltage_row,input_voltage_0,input_voltage_1,input_voltage_2,input_voltage_3,input_voltage_4,input_voltage_5,input_voltage_6,input_voltage_7
168,386,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,168,4.189,4.099,4.148,3.925,3.638,4.329,3.667,4.294
169,391,5,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,169,4.198,4.123,4.065,4.071,3.977,3.977,3.63,4.294
170,393,7,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,170,4.246,4.132,4.141,4.046,3.84,4.182,3.784,3.891
171,394,5,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,171,4.204,4.124,4.081,4.076,3.977,3.98,3.613,4.294
172,396,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,172,3.978,3.853,4.164,4.184,3.801,4.175,3.848,4.134
173,398,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,173,3.993,3.882,4.126,4.191,3.707,4.12,3.898,4.186
174,399,5,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,174,4.211,4.093,4.065,4.068,3.977,3.987,3.621,4.294
175,401,3,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,175,4.219,4.075,4.164,3.789,3.717,3.969,3.995,4.124
176,402,7,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,176,4.231,4.145,4.136,4.033,3.836,4.177,3.785,3.901
177,404,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,177,3.973,3.861,4.164,4.153,3.791,4.189,3.84,4.136
178,405,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,178,4.188,4.101,4.152,3.929,3.639,4.329,3.664,4.294
179,406,3,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,179,4.218,4.072,4.164,3.77,3.708,3.958,3.995,4.116
180,410,3,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,180,4.224,4.077,4.164,3.79,3.72,3.976,3.995,4.125
181,412,3,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,181,4.217,4.067,4.164,3.79,3.738,3.954,3.995,4.173
182,413,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,182,4.192,4.101,4.142,3.938,3.641,4.329,3.657,4.294
183,415,7,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,183,4.229,4.116,4.131,4.038,3.828,4.173,3.791,3.903
184,419,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,184,4.193,4.11,4.144,3.932,3.636,4.329,3.664,4.294
185,420,3,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,185,4.216,4.087,4.164,3.783,3.721,3.973,3.995,4.128
186,422,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,186,4.192,4.1,4.149,3.925,3.638,4.329,3.667,4.294
187,427,3,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,187,4.207,4.088,4.164,3.76,3.73,3.951,3.995,4.129
188,428,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,188,3.978,3.857,4.164,4.184,3.797,4.171,3.841,4.142
189,435,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,189,4.198,4.102,4.144,3.933,3.638,4.329,3.662,4.294
190,443,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,190,3.973,3.858,4.164,4.171,3.794,4.175,3.851,4.142
191,444,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,191,3.977,3.857,4.164,4.184,3.807,4.169,3.838,4.141
192,450,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,192,3.984,3.866,4.164,4.155,3.831,4.142,3.802,4.158
193,455,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,193,4.202,4.058,4.154,3.951,3.634,4.329,3.653,4.294
194,456,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,194,3.981,3.856,4.164,4.173,3.782,4.181,3.846,4.143
195,457,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,195,3.975,3.853,4.164,4.176,3.805,4.174,3.844,4.144
196,459,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,196,4.2,4.102,4.142,3.935,3.637,4.329,3.662,4.294
197,460,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,197,3.977,3.854,4.164,4.176,3.805,4.173,3.842,4.14
198,461,6,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,198,4.185,4.085,4.141,3.937,3.624,4.329,3.652,4.294
199,471,0,results\MNISTInputPassThroughTest\run_20260721_111702\closed_loop_input_final_voltage.csv,199,3.989,3.86,4.164,4.182,3.792,4.172,3.826,4.128
