mzi,port,voltage,expected_mA,actual_mA,lower_mA,upper_mA,local_sample_row,sample_index,label,active_input_channel
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,162,379,6,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,162,379,6,6
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,162,379,6,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,162,379,6,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,162,379,6,6
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,165,382,3,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,165,382,3,3
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,165,382,3,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,165,382,3,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,165,382,3,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,165,382,3,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,165,382,3,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,165,382,3,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,186,422,6,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,186,422,6,3
3,41,4.149,8.064487443390098,,7.258038699051088,8.870936187729107,186,422,6,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,186,422,6,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,186,422,6,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,186,422,6,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,186,422,6,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,186,422,6,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,189,435,6,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,189,435,6,3
3,41,4.144,8.054768851628962,,7.249291966466066,8.860245736791859,189,435,6,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,189,435,6,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,189,435,6,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,189,435,6,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,189,435,6,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,189,435,6,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,191,444,0,8
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,191,444,0,8
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,191,444,0,8
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,191,444,0,8
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,191,444,0,8
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,191,444,0,8
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,191,444,0,8
8,49,4.141,8.046330239201378,,7.24169721528124,8.850963263121516,191,444,0,8
