local_sample_row,sample_index,label,input_channel,switch_mzi,port,upload_voltage,mode
69,269,0,5,5,44,3.8,sequential-input-sum
69,269,0,6,6,46,4.177,sequential-input-sum
69,269,0,7,7,42,3.845,sequential-input-sum
69,269,0,8,8,49,4.139,sequential-input-sum
70,270,7,1,1,43,4.231,sequential-input-sum
70,270,7,2,2,45,4.089,sequential-input-sum
70,270,7,3,3,41,4.134,sequential-input-sum
70,270,7,4,4,48,4.028,sequential-input-sum
70,270,7,5,5,44,3.838,sequential-input-sum
70,270,7,6,6,46,4.178,sequential-input-sum
70,270,7,7,7,42,3.785,sequential-input-sum
70,270,7,8,8,49,3.907,sequential-input-sum
71,271,1,1,1,43,4.318,sequential-input-sum
71,271,1,2,2,45,3.885,sequential-input-sum
71,271,1,3,3,41,3.991,sequential-input-sum
71,271,1,4,4,48,3.802,sequential-input-sum
71,271,1,5,5,44,3.977,sequential-input-sum
71,271,1,6,6,46,4.182,sequential-input-sum
71,271,1,7,7,42,3.84,sequential-input-sum
71,271,1,8,8,49,4.14,sequential-input-sum
72,272,1,1,1,43,4.318,sequential-input-sum
72,272,1,2,2,45,3.887,sequential-input-sum
72,272,1,3,3,41,3.99,sequential-input-sum
72,272,1,4,4,48,3.801,sequential-input-sum
72,272,1,5,5,44,3.977,sequential-input-sum
72,272,1,6,6,46,4.181,sequential-input-sum
72,272,1,7,7,42,3.838,sequential-input-sum
72,272,1,8,8,49,4.142,sequential-input-sum
73,273,2,1,1,43,4.007,sequential-input-sum
73,273,2,2,2,45,4.261,sequential-input-sum
73,273,2,3,3,41,4.044,sequential-input-sum
73,273,2,4,4,48,3.777,sequential-input-sum
73,273,2,5,5,44,3.977,sequential-input-sum
73,273,2,6,6,46,4.177,sequential-input-sum
73,273,2,7,7,42,3.839,sequential-input-sum
73,273,2,8,8,49,4.125,sequential-input-sum
74,274,1,1,1,43,4.318,sequential-input-sum
74,274,1,2,2,45,3.886,sequential-input-sum
74,274,1,3,3,41,3.994,sequential-input-sum
74,274,1,4,4,48,3.801,sequential-input-sum
74,274,1,5,5,44,3.977,sequential-input-sum
74,274,1,6,6,46,4.182,sequential-input-sum
74,274,1,7,7,42,3.842,sequential-input-sum
74,274,1,8,8,49,4.138,sequential-input-sum
75,275,5,1,1,43,4.217,sequential-input-sum
75,275,5,2,2,45,4.054,sequential-input-sum
75,275,5,3,3,41,4.075,sequential-input-sum
75,275,5,4,4,48,4.075,sequential-input-sum
75,275,5,5,5,44,3.977,sequential-input-sum
75,275,5,6,6,46,3.987,sequential-input-sum
75,275,5,7,7,42,3.62,sequential-input-sum
75,275,5,8,8,49,4.294,sequential-input-sum
76,276,3,1,1,43,4.218,sequential-input-sum
76,276,3,2,2,45,4.08,sequential-input-sum
76,276,3,3,3,41,4.164,sequential-input-sum
76,276,3,4,4,48,3.79,sequential-input-sum
76,276,3,5,5,44,3.721,sequential-input-sum
76,276,3,6,6,46,3.971,sequential-input-sum
76,276,3,7,7,42,3.995,sequential-input-sum
76,276,3,8,8,49,4.129,sequential-input-sum
77,277,3,1,1,43,4.153,sequential-input-sum
77,277,3,2,2,45,3.994,sequential-input-sum
77,277,3,3,3,41,4.164,sequential-input-sum
77,277,3,4,4,48,3.835,sequential-input-sum
77,277,3,5,5,44,3.704,sequential-input-sum
77,277,3,6,6,46,4.041,sequential-input-sum
77,277,3,7,7,42,3.995,sequential-input-sum
77,277,3,8,8,49,4.191,sequential-input-sum
78,278,7,1,1,43,4.226,sequential-input-sum
78,278,7,2,2,45,4.128,sequential-input-sum
78,278,7,3,3,41,4.138,sequential-input-sum
78,278,7,4,4,48,4.043,sequential-input-sum
78,278,7,5,5,44,3.841,sequential-input-sum
78,278,7,6,6,46,4.18,sequential-input-sum
78,278,7,7,7,42,3.784,sequential-input-sum
78,278,7,8,8,49,3.897,sequential-input-sum
79,279,6,1,1,43,4.169,sequential-input-sum
79,279,6,2,2,45,4.102,sequential-input-sum
79,279,6,3,3,41,4.145,sequential-input-sum
79,279,6,4,4,48,3.944,sequential-input-sum
79,279,6,5,5,44,3.638,sequential-input-sum
79,279,6,6,6,46,4.329,sequential-input-sum
79,279,6,7,7,42,3.658,sequential-input-sum
79,279,6,8,8,49,4.294,sequential-input-sum
80,280,5,1,1,43,4.227,sequential-input-sum
80,280,5,2,2,45,4.137,sequential-input-sum
80,280,5,3,3,41,4.162,sequential-input-sum
80,280,5,4,4,48,4.04,sequential-input-sum
80,280,5,5,5,44,3.977,sequential-input-sum
80,280,5,6,6,46,3.957,sequential-input-sum
80,280,5,7,7,42,3.633,sequential-input-sum
80,280,5,8,8,49,4.294,sequential-input-sum
81,281,6,1,1,43,4.21,sequential-input-sum
81,281,6,2,2,45,4.041,sequential-input-sum
81,281,6,3,3,41,4.136,sequential-input-sum
81,281,6,4,4,48,3.957,sequential-input-sum
81,281,6,5,5,44,3.65,sequential-input-sum
81,281,6,6,6,46,4.329,sequential-input-sum
81,281,6,7,7,42,3.642,sequential-input-sum
81,281,6,8,8,49,4.294,sequential-input-sum
82,282,1,1,1,43,4.318,sequential-input-sum
82,282,1,2,2,45,3.898,sequential-input-sum
82,282,1,3,3,41,4.01,sequential-input-sum
82,282,1,4,4,48,3.792,sequential-input-sum
82,282,1,5,5,44,3.977,sequential-input-sum
82,282,1,6,6,46,4.182,sequential-input-sum
82,282,1,7,7,42,3.836,sequential-input-sum
82,282,1,8,8,49,4.127,sequential-input-sum
83,283,3,1,1,43,4.218,sequential-input-sum
83,283,3,2,2,45,4.074,sequential-input-sum
83,283,3,3,3,41,4.164,sequential-input-sum
83,283,3,4,4,48,3.797,sequential-input-sum
83,283,3,5,5,44,3.719,sequential-input-sum
83,283,3,6,6,46,3.974,sequential-input-sum
83,283,3,7,7,42,3.995,sequential-input-sum
83,283,3,8,8,49,4.136,sequential-input-sum
84,284,1,1,1,43,4.318,sequential-input-sum
84,284,1,2,2,45,3.886,sequential-input-sum
84,284,1,3,3,41,3.991,sequential-input-sum
84,284,1,4,4,48,3.802,sequential-input-sum
84,284,1,5,5,44,3.977,sequential-input-sum
84,284,1,6,6,46,4.181,sequential-input-sum
84,284,1,7,7,42,3.843,sequential-input-sum
84,284,1,8,8,49,4.137,sequential-input-sum
85,285,0,1,1,43,3.975,sequential-input-sum
85,285,0,2,2,45,3.853,sequential-input-sum
85,285,0,3,3,41,4.164,sequential-input-sum
85,285,0,4,4,48,4.17,sequential-input-sum
85,285,0,5,5,44,3.801,sequential-input-sum
85,285,0,6,6,46,4.178,sequential-input-sum
85,285,0,7,7,42,3.845,sequential-input-sum
85,285,0,8,8,49,4.142,sequential-input-sum
86,286,5,1,1,43,4.22,sequential-input-sum
86,286,5,2,2,45,4.072,sequential-input-sum
86,286,5,3,3,41,4.069,sequential-input-sum
86,286,5,4,4,48,4.07,sequential-input-sum
86,286,5,5,5,44,3.977,sequential-input-sum
86,286,5,6,6,46,3.989,sequential-input-sum
86,286,5,7,7,42,3.618,sequential-input-sum
86,286,5,8,8,49,4.294,sequential-input-sum
87,287,1,1,1,43,4.318,sequential-input-sum
87,287,1,2,2,45,3.887,sequential-input-sum
87,287,1,3,3,41,3.994,sequential-input-sum
87,287,1,4,4,48,3.801,sequential-input-sum
87,287,1,5,5,44,3.977,sequential-input-sum
87,287,1,6,6,46,4.184,sequential-input-sum
87,287,1,7,7,42,3.84,sequential-input-sum
87,287,1,8,8,49,4.136,sequential-input-sum
88,288,3,1,1,43,4.23,sequential-input-sum
88,288,3,2,2,45,4.081,sequential-input-sum
88,288,3,3,3,41,4.164,sequential-input-sum
88,288,3,4,4,48,3.803,sequential-input-sum
88,288,3,5,5,44,3.721,sequential-input-sum
88,288,3,6,6,46,3.988,sequential-input-sum
88,288,3,7,7,42,3.995,sequential-input-sum
88,288,3,8,8,49,4.125,sequential-input-sum
89,289,1,1,1,43,4.318,sequential-input-sum
89,289,1,2,2,45,3.885,sequential-input-sum
89,289,1,3,3,41,3.981,sequential-input-sum
89,289,1,4,4,48,3.804,sequential-input-sum
89,289,1,5,5,44,3.977,sequential-input-sum
89,289,1,6,6,46,4.18,sequential-input-sum
89,289,1,7,7,42,3.838,sequential-input-sum
89,289,1,8,8,49,4.144,sequential-input-sum
90,290,5,1,1,43,4.217,sequential-input-sum
90,290,5,2,2,45,4.055,sequential-input-sum
90,290,5,3,3,41,4.059,sequential-input-sum
90,290,5,4,4,48,4.078,sequential-input-sum
90,290,5,5,5,44,3.977,sequential-input-sum
90,290,5,6,6,46,3.991,sequential-input-sum
90,290,5,7,7,42,3.618,sequential-input-sum
90,290,5,8,8,49,4.294,sequential-input-sum
91,291,5,1,1,43,4.217,sequential-input-sum
91,291,5,2,2,45,4.049,sequential-input-sum
91,291,5,3,3,41,4.096,sequential-input-sum
91,291,5,4,4,48,4.073,sequential-input-sum
91,291,5,5,5,44,3.977,sequential-input-sum
91,291,5,6,6,46,3.984,sequential-input-sum
91,291,5,7,7,42,3.62,sequential-input-sum
91,291,5,8,8,49,4.294,sequential-input-sum
92,292,6,1,1,43,4.198,sequential-input-sum
92,292,6,2,2,45,4.113,sequential-input-sum
92,292,6,3,3,41,4.145,sequential-input-sum
92,292,6,4,4,48,3.935,sequential-input-sum
92,292,6,5,5,44,3.633,sequential-input-sum
92,292,6,6,6,46,4.329,sequential-input-sum
92,292,6,7,7,42,3.664,sequential-input-sum
92,292,6,8,8,49,4.294,sequential-input-sum
93,294,5,1,1,43,4.219,sequential-input-sum
93,294,5,2,2,45,4.056,sequential-input-sum
93,294,5,3,3,41,4.058,sequential-input-sum
93,294,5,4,4,48,4.076,sequential-input-sum
93,294,5,5,5,44,3.977,sequential-input-sum
93,294,5,6,6,46,3.991,sequential-input-sum
93,294,5,7,7,42,3.618,sequential-input-sum
93,294,5,8,8,49,4.294,sequential-input-sum
94,296,7,1,1,43,4.235,sequential-input-sum
94,296,7,2,2,45,4.11,sequential-input-sum
94,296,7,3,3,41,4.071,sequential-input-sum
94,296,7,4,4,48,4.011,sequential-input-sum
94,296,7,5,5,44,3.859,sequential-input-sum
94,296,7,6,6,46,4.159,sequential-input-sum
94,296,7,7,7,42,3.78,sequential-input-sum
94,296,7,8,8,49,3.928,sequential-input-sum
95,297,4,1,1,43,4.152,sequential-input-sum
95,297,4,2,2,45,4.052,sequential-input-sum
95,297,4,3,3,41,3.646,sequential-input-sum
95,297,4,4,4,48,4.23,sequential-input-sum
95,297,4,5,5,44,3.56,sequential-input-sum
95,297,4,6,6,46,3.968,sequential-input-sum
95,297,4,7,7,42,3.995,sequential-input-sum
95,297,4,8,8,49,4.088,sequential-input-sum
96,298,6,1,1,43,4.199,sequential-input-sum
96,298,6,2,2,45,4.103,sequential-input-sum
96,298,6,3,3,41,4.141,sequential-input-sum
96,298,6,4,4,48,3.93,sequential-input-sum
96,298,6,5,5,44,3.635,sequential-input-sum
96,298,6,6,6,46,4.329,sequential-input-sum
96,298,6,7,7,42,3.666,sequential-input-sum
96,298,6,8,8,49,4.294,sequential-input-sum
97,299,2,1,1,43,4.008,sequential-input-sum
97,299,2,2,2,45,4.261,sequential-input-sum
97,299,2,3,3,41,4.038,sequential-input-sum
97,299,2,4,4,48,3.791,sequential-input-sum
97,299,2,5,5,44,3.977,sequential-input-sum
97,299,2,6,6,46,4.169,sequential-input-sum
97,299,2,7,7,42,3.838,sequential-input-sum
97,299,2,8,8,49,4.113,sequential-input-sum
98,300,2,1,1,43,4.0,sequential-input-sum
98,300,2,2,2,45,4.261,sequential-input-sum
98,300,2,3,3,41,4.049,sequential-input-sum
98,300,2,4,4,48,3.768,sequential-input-sum
98,300,2,5,5,44,3.977,sequential-input-sum
98,300,2,6,6,46,4.18,sequential-input-sum
98,300,2,7,7,42,3.837,sequential-input-sum
98,300,2,8,8,49,4.146,sequential-input-sum
99,301,5,1,1,43,4.218,sequential-input-sum
99,301,5,2,2,45,4.054,sequential-input-sum
99,301,5,3,3,41,4.059,sequential-input-sum
99,301,5,4,4,48,4.078,sequential-input-sum
99,301,5,5,5,44,3.977,sequential-input-sum
99,301,5,6,6,46,3.99,sequential-input-sum
99,301,5,7,7,42,3.619,sequential-input-sum
99,301,5,8,8,49,4.294,sequential-input-sum
100,302,0,1,1,43,3.972,sequential-input-sum
100,302,0,2,2,45,3.852,sequential-input-sum
100,302,0,3,3,41,4.164,sequential-input-sum
100,302,0,4,4,48,4.171,sequential-input-sum
100,302,0,5,5,44,3.798,sequential-input-sum
100,302,0,6,6,46,4.185,sequential-input-sum
100,302,0,7,7,42,3.849,sequential-input-sum
100,302,0,8,8,49,4.141,sequential-input-sum
101,303,6,1,1,43,4.167,sequential-input-sum
101,303,6,2,2,45,4.1,sequential-input-sum
101,303,6,3,3,41,4.147,sequential-input-sum
101,303,6,4,4,48,3.935,sequential-input-sum
101,303,6,5,5,44,3.637,sequential-input-sum
101,303,6,6,6,46,4.329,sequential-input-sum
101,303,6,7,7,42,3.664,sequential-input-sum
101,303,6,8,8,49,4.294,sequential-input-sum
102,304,5,1,1,43,4.216,sequential-input-sum
102,304,5,2,2,45,4.052,sequential-input-sum
102,304,5,3,3,41,4.068,sequential-input-sum
102,304,5,4,4,48,4.074,sequential-input-sum
102,304,5,5,5,44,3.977,sequential-input-sum
102,304,5,6,6,46,3.99,sequential-input-sum
102,304,5,7,7,42,3.619,sequential-input-sum
102,304,5,8,8,49,4.294,sequential-input-sum
103,305,6,1,1,43,4.193,sequential-input-sum
103,305,6,2,2,45,4.101,sequential-input-sum
103,305,6,3,3,41,4.148,sequential-input-sum
103,305,6,4,4,48,3.933,sequential-input-sum
103,305,6,5,5,44,3.64,sequential-input-sum
103,305,6,6,6,46,4.329,sequential-input-sum
103,305,6,7,7,42,3.661,sequential-input-sum
103,305,6,8,8,49,4.294,sequential-input-sum
104,306,3,1,1,43,4.211,sequential-input-sum
104,306,3,2,2,45,4.089,sequential-input-sum
104,306,3,3,3,41,4.164,sequential-input-sum
104,306,3,4,4,48,3.779,sequential-input-sum
104,306,3,5,5,44,3.719,sequential-input-sum
104,306,3,6,6,46,3.969,sequential-input-sum
104,306,3,7,7,42,3.995,sequential-input-sum
104,306,3,8,8,49,4.124,sequential-input-sum
105,307,7,1,1,43,4.23,sequential-input-sum
105,307,7,2,2,45,4.138,sequential-input-sum
105,307,7,3,3,41,4.136,sequential-input-sum
105,307,7,4,4,48,4.027,sequential-input-sum
105,307,7,5,5,44,3.841,sequential-input-sum
105,307,7,6,6,46,4.179,sequential-input-sum
105,307,7,7,7,42,3.784,sequential-input-sum
105,307,7,8,8,49,3.901,sequential-input-sum
106,308,2,1,1,43,4.005,sequential-input-sum
106,308,2,2,2,45,4.261,sequential-input-sum
106,308,2,3,3,41,4.039,sequential-input-sum
106,308,2,4,4,48,3.779,sequential-input-sum
106,308,2,5,5,44,3.977,sequential-input-sum
106,308,2,6,6,46,4.174,sequential-input-sum
106,308,2,7,7,42,3.84,sequential-input-sum
106,308,2,8,8,49,4.127,sequential-input-sum
107,309,0,1,1,43,3.977,sequential-input-sum
107,309,0,2,2,45,3.857,sequential-input-sum
107,309,0,3,3,41,4.164,sequential-input-sum
107,309,0,4,4,48,4.178,sequential-input-sum
107,309,0,5,5,44,3.808,sequential-input-sum
107,309,0,6,6,46,4.164,sequential-input-sum
107,309,0,7,7,42,3.833,sequential-input-sum
107,309,0,8,8,49,4.151,sequential-input-sum
108,310,5,1,1,43,4.22,sequential-input-sum
108,310,5,2,2,45,4.064,sequential-input-sum
108,310,5,3,3,41,4.073,sequential-input-sum
108,310,5,4,4,48,4.07,sequential-input-sum
108,310,5,5,5,44,3.977,sequential-input-sum
108,310,5,6,6,46,3.988,sequential-input-sum
108,310,5,7,7,42,3.62,sequential-input-sum
108,310,5,8,8,49,4.294,sequential-input-sum
109,311,4,1,1,43,4.104,sequential-input-sum
109,311,4,2,2,45,4.055,sequential-input-sum
109,311,4,3,3,41,3.553,sequential-input-sum
109,311,4,4,4,48,4.23,sequential-input-sum
109,311,4,5,5,44,3.466,sequential-input-sum
109,311,4,6,6,46,3.901,sequential-input-sum
109,311,4,7,7,42,3.995,sequential-input-sum
109,311,4,8,8,49,4.058,sequential-input-sum
110,314,4,1,1,43,4.143,sequential-input-sum
110,314,4,2,2,45,4.085,sequential-input-sum
110,314,4,3,3,41,3.675,sequential-input-sum
110,314,4,4,4,48,4.23,sequential-input-sum
110,314,4,5,5,44,3.57,sequential-input-sum
110,314,4,6,6,46,3.986,sequential-input-sum
110,314,4,7,7,42,3.995,sequential-input-sum
110,314,4,8,8,49,4.101,sequential-input-sum
111,315,0,1,1,43,3.981,sequential-input-sum
111,315,0,2,2,45,3.861,sequential-input-sum
111,315,0,3,3,41,4.164,sequential-input-sum
111,315,0,4,4,48,4.172,sequential-input-sum
111,315,0,5,5,44,3.814,sequential-input-sum
111,315,0,6,6,46,4.146,sequential-input-sum
111,315,0,7,7,42,3.819,sequential-input-sum
111,315,0,8,8,49,4.164,sequential-input-sum
112,316,3,1,1,43,4.231,sequential-input-sum
112,316,3,2,2,45,4.065,sequential-input-sum
112,316,3,3,3,41,4.164,sequential-input-sum
112,316,3,4,4,48,3.804,sequential-input-sum
112,316,3,5,5,44,3.736,sequential-input-sum
112,316,3,6,6,46,3.984,sequential-input-sum
112,316,3,7,7,42,3.995,sequential-input-sum
112,316,3,8,8,49,4.103,sequential-input-sum
113,317,3,1,1,43,4.221,sequential-input-sum
113,317,3,2,2,45,4.068,sequential-input-sum
113,317,3,3,3,41,4.164,sequential-input-sum
113,317,3,4,4,48,3.777,sequential-input-sum
113,317,3,5,5,44,3.713,sequential-input-sum
113,317,3,6,6,46,3.96,sequential-input-sum
113,317,3,7,7,42,3.995,sequential-input-sum
113,317,3,8,8,49,4.119,sequential-input-sum
114,318,7,1,1,43,4.239,sequential-input-sum
114,318,7,2,2,45,4.131,sequential-input-sum
114,318,7,3,3,41,4.134,sequential-input-sum
114,318,7,4,4,48,4.029,sequential-input-sum
114,318,7,5,5,44,3.839,sequential-input-sum
114,318,7,6,6,46,4.176,sequential-input-sum
114,318,7,7,7,42,3.785,sequential-input-sum
114,318,7,8,8,49,3.903,sequential-input-sum
115,319,6,1,1,43,4.188,sequential-input-sum
115,319,6,2,2,45,4.102,sequential-input-sum
115,319,6,3,3,41,4.145,sequential-input-sum
115,319,6,4,4,48,3.931,sequential-input-sum
115,319,6,5,5,44,3.635,sequential-input-sum
115,319,6,6,6,46,4.329,sequential-input-sum
115,319,6,7,7,42,3.666,sequential-input-sum
115,319,6,8,8,49,4.294,sequential-input-sum
116,321,6,1,1,43,4.187,sequential-input-sum
116,321,6,2,2,45,4.097,sequential-input-sum
116,321,6,3,3,41,4.15,sequential-input-sum
116,321,6,4,4,48,3.94,sequential-input-sum
116,321,6,5,5,44,3.636,sequential-input-sum
116,321,6,6,6,46,4.329,sequential-input-sum
116,321,6,7,7,42,3.661,sequential-input-sum
116,321,6,8,8,49,4.294,sequential-input-sum
117,322,2,1,1,43,4.014,sequential-input-sum
117,322,2,2,2,45,4.261,sequential-input-sum
117,322,2,3,3,41,4.059,sequential-input-sum
117,322,2,4,4,48,3.766,sequential-input-sum
117,322,2,5,5,44,3.977,sequential-input-sum
117,322,2,6,6,46,4.172,sequential-input-sum
117,322,2,7,7,42,3.834,sequential-input-sum
117,322,2,8,8,49,4.132,sequential-input-sum
118,324,2,1,1,43,4.006,sequential-input-sum
118,324,2,2,2,45,4.261,sequential-input-sum
118,324,2,3,3,41,4.05,sequential-input-sum
118,324,2,4,4,48,3.772,sequential-input-sum
118,324,2,5,5,44,3.977,sequential-input-sum
118,324,2,6,6,46,4.172,sequential-input-sum
118,324,2,7,7,42,3.834,sequential-input-sum
118,324,2,8,8,49,4.142,sequential-input-sum
119,325,6,1,1,43,4.188,sequential-input-sum
119,325,6,2,2,45,4.098,sequential-input-sum
119,325,6,3,3,41,4.148,sequential-input-sum
119,325,6,4,4,48,3.929,sequential-input-sum
119,325,6,5,5,44,3.636,sequential-input-sum
119,325,6,6,6,46,4.329,sequential-input-sum
119,325,6,7,7,42,3.667,sequential-input-sum
119,325,6,8,8,49,4.294,sequential-input-sum
120,327,5,1,1,43,4.215,sequential-input-sum
120,327,5,2,2,45,4.056,sequential-input-sum
120,327,5,3,3,41,4.1,sequential-input-sum
120,327,5,4,4,48,4.073,sequential-input-sum
120,327,5,5,5,44,3.977,sequential-input-sum
120,327,5,6,6,46,3.992,sequential-input-sum
120,327,5,7,7,42,3.613,sequential-input-sum
120,327,5,8,8,49,4.294,sequential-input-sum
121,328,2,1,1,43,4.008,sequential-input-sum
121,328,2,2,2,45,4.261,sequential-input-sum
121,328,2,3,3,41,4.077,sequential-input-sum
121,328,2,4,4,48,3.766,sequential-input-sum
121,328,2,5,5,44,3.977,sequential-input-sum
121,328,2,6,6,46,4.173,sequential-input-sum
121,328,2,7,7,42,3.841,sequential-input-sum
121,328,2,8,8,49,4.134,sequential-input-sum
122,329,5,1,1,43,4.216,sequential-input-sum
122,329,5,2,2,45,4.066,sequential-input-sum
122,329,5,3,3,41,4.067,sequential-input-sum
122,329,5,4,4,48,4.076,sequential-input-sum
122,329,5,5,5,44,3.977,sequential-input-sum
122,329,5,6,6,46,3.989,sequential-input-sum
122,329,5,7,7,42,3.618,sequential-input-sum
122,329,5,8,8,49,4.294,sequential-input-sum
123,330,4,1,1,43,4.13,sequential-input-sum
123,330,4,2,2,45,4.071,sequential-input-sum
123,330,4,3,3,41,3.61,sequential-input-sum
123,330,4,4,4,48,4.23,sequential-input-sum
123,330,4,5,5,44,3.517,sequential-input-sum
123,330,4,6,6,46,3.943,sequential-input-sum
123,330,4,7,7,42,3.995,sequential-input-sum
123,330,4,8,8,49,4.078,sequential-input-sum
124,331,4,1,1,43,4.18,sequential-input-sum
124,331,4,2,2,45,4.088,sequential-input-sum
124,331,4,3,3,41,3.734,sequential-input-sum
124,331,4,4,4,48,4.23,sequential-input-sum
124,331,4,5,5,44,3.622,sequential-input-sum
124,331,4,6,6,46,4.028,sequential-input-sum
124,331,4,7,7,42,3.995,sequential-input-sum
124,331,4,8,8,49,4.17,sequential-input-sum
125,332,2,1,1,43,4.013,sequential-input-sum
125,332,2,2,2,45,4.261,sequential-input-sum
125,332,2,3,3,41,4.042,sequential-input-sum
125,332,2,4,4,48,3.782,sequential-input-sum
125,332,2,5,5,44,3.977,sequential-input-sum
125,332,2,6,6,46,4.166,sequential-input-sum
125,332,2,7,7,42,3.83,sequential-input-sum
125,332,2,8,8,49,4.128,sequential-input-sum
126,333,3,1,1,43,4.216,sequential-input-sum
126,333,3,2,2,45,4.071,sequential-input-sum
126,333,3,3,3,41,4.164,sequential-input-sum
126,333,3,4,4,48,3.776,sequential-input-sum
126,333,3,5,5,44,3.721,sequential-input-sum
126,333,3,6,6,46,3.956,sequential-input-sum
126,333,3,7,7,42,3.995,sequential-input-sum
126,333,3,8,8,49,4.128,sequential-input-sum
127,334,2,1,1,43,4.014,sequential-input-sum
127,334,2,2,2,45,4.261,sequential-input-sum
127,334,2,3,3,41,4.052,sequential-input-sum
127,334,2,4,4,48,3.78,sequential-input-sum
127,334,2,5,5,44,3.977,sequential-input-sum
127,334,2,6,6,46,4.174,sequential-input-sum
127,334,2,7,7,42,3.838,sequential-input-sum
127,334,2,8,8,49,4.111,sequential-input-sum
128,335,4,1,1,43,4.132,sequential-input-sum
128,335,4,2,2,45,4.029,sequential-input-sum
128,335,4,3,3,41,3.613,sequential-input-sum
128,335,4,4,4,48,4.23,sequential-input-sum
128,335,4,5,5,44,3.518,sequential-input-sum
128,335,4,6,6,46,3.927,sequential-input-sum
128,335,4,7,7,42,3.995,sequential-input-sum
128,335,4,8,8,49,4.103,sequential-input-sum
129,336,5,1,1,43,4.216,sequential-input-sum
129,336,5,2,2,45,4.062,sequential-input-sum
129,336,5,3,3,41,4.075,sequential-input-sum
129,336,5,4,4,48,4.072,sequential-input-sum
129,336,5,5,5,44,3.977,sequential-input-sum
129,336,5,6,6,46,3.99,sequential-input-sum
129,336,5,7,7,42,3.618,sequential-input-sum
129,336,5,8,8,49,4.294,sequential-input-sum
130,337,0,1,1,43,3.973,sequential-input-sum
130,337,0,2,2,45,3.857,sequential-input-sum
130,337,0,3,3,41,4.164,sequential-input-sum
130,337,0,4,4,48,4.19,sequential-input-sum
130,337,0,5,5,44,3.805,sequential-input-sum
130,337,0,6,6,46,4.172,sequential-input-sum
130,337,0,7,7,42,3.84,sequential-input-sum
130,337,0,8,8,49,4.143,sequential-input-sum
131,338,3,1,1,43,4.218,sequential-input-sum
131,338,3,2,2,45,4.078,sequential-input-sum
131,338,3,3,3,41,4.164,sequential-input-sum
131,338,3,4,4,48,3.788,sequential-input-sum
131,338,3,5,5,44,3.721,sequential-input-sum
131,338,3,6,6,46,3.97,sequential-input-sum
131,338,3,7,7,42,3.995,sequential-input-sum
131,338,3,8,8,49,4.136,sequential-input-sum
132,340,7,1,1,43,4.233,sequential-input-sum
132,340,7,2,2,45,4.135,sequential-input-sum
132,340,7,3,3,41,4.136,sequential-input-sum
132,340,7,4,4,48,4.03,sequential-input-sum
132,340,7,5,5,44,3.836,sequential-input-sum
132,340,7,6,6,46,4.177,sequential-input-sum
132,340,7,7,7,42,3.785,sequential-input-sum
132,340,7,8,8,49,3.903,sequential-input-sum
133,341,7,1,1,43,4.096,sequential-input-sum
133,341,7,2,2,45,4.261,sequential-input-sum
133,341,7,3,3,41,4.083,sequential-input-sum
133,341,7,4,4,48,4.024,sequential-input-sum
133,341,7,5,5,44,3.837,sequential-input-sum
133,341,7,6,6,46,4.176,sequential-input-sum
133,341,7,7,7,42,3.786,sequential-input-sum
133,341,7,8,8,49,3.917,sequential-input-sum
134,342,5,1,1,43,4.219,sequential-input-sum
134,342,5,2,2,45,4.067,sequential-input-sum
134,342,5,3,3,41,4.089,sequential-input-sum
134,342,5,4,4,48,4.071,sequential-input-sum
134,342,5,5,5,44,3.977,sequential-input-sum
134,342,5,6,6,46,3.985,sequential-input-sum
134,342,5,7,7,42,3.619,sequential-input-sum
134,342,5,8,8,49,4.294,sequential-input-sum
135,343,7,1,1,43,4.248,sequential-input-sum
135,343,7,2,2,45,4.126,sequential-input-sum
135,343,7,3,3,41,4.148,sequential-input-sum
135,343,7,4,4,48,4.034,sequential-input-sum
135,343,7,5,5,44,3.832,sequential-input-sum
135,343,7,6,6,46,4.174,sequential-input-sum
135,343,7,7,7,42,3.784,sequential-input-sum
135,343,7,8,8,49,3.902,sequential-input-sum
136,344,7,1,1,43,4.232,sequential-input-sum
136,344,7,2,2,45,4.132,sequential-input-sum
136,344,7,3,3,41,4.134,sequential-input-sum
136,344,7,4,4,48,4.03,sequential-input-sum
136,344,7,5,5,44,3.832,sequential-input-sum
136,344,7,6,6,46,4.174,sequential-input-sum
136,344,7,7,7,42,3.785,sequential-input-sum
136,344,7,8,8,49,3.906,sequential-input-sum
137,346,2,1,1,43,3.967,sequential-input-sum
137,346,2,2,2,45,4.261,sequential-input-sum
137,346,2,3,3,41,3.791,sequential-input-sum
137,346,2,4,4,48,3.89,sequential-input-sum
137,346,2,5,5,44,3.977,sequential-input-sum
137,346,2,6,6,46,4.2,sequential-input-sum
137,346,2,7,7,42,3.879,sequential-input-sum
137,346,2,8,8,49,4.178,sequential-input-sum
138,348,4,1,1,43,4.149,sequential-input-sum
138,348,4,2,2,45,4.084,sequential-input-sum
138,348,4,3,3,41,3.684,sequential-input-sum
138,348,4,4,4,48,4.23,sequential-input-sum
138,348,4,5,5,44,3.577,sequential-input-sum
138,348,4,6,6,46,3.989,sequential-input-sum
138,348,4,7,7,42,3.995,sequential-input-sum
138,348,4,8,8,49,4.102,sequential-input-sum
139,349,2,1,1,43,4.019,sequential-input-sum
139,349,2,2,2,45,4.261,sequential-input-sum
