input_channel,switch_mzi,port,feature_coefficient,upload_voltage,mode,target_leak_power,p_on_leak,p_off_leak,scan_path,local_sample_row,sample_index
2,2,45,0.0607317984104,3.965,scan-leak-inverse,210.56128752513263,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,22,22
3,3,41,0.292217582464,3.674,scan-leak-inverse,143.10214068010742,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,22,22
4,4,48,1.78665541171e-05,4.23,scan-leak-inverse,171.3228609049916,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,22,22
5,5,44,0.291893661022,3.55,scan-leak-inverse,151.98363216103857,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,22,22
6,6,46,0.211614608765,4.006,scan-leak-inverse,154.911363920543,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,22,22
7,7,42,1.80018942046e-05,3.995,scan-leak-inverse,241.0835886504398,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,22,22
8,8,49,0.0568401925266,4.151,scan-leak-inverse,202.2206160214707,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,22,22
1,1,43,0.390404134989,3.79,scan-leak-inverse,144.43689851573316,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,23,23
2,2,45,0.324468076229,3.739,scan-leak-inverse,151.72973937192327,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,23,23
3,3,41,0.000150716659846,4.163,scan-leak-inverse,201.89462503347127,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,23,23
4,4,48,0.00709679629654,4.15,scan-leak-inverse,170.11477515991461,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,23,23
5,5,44,0.0919835940003,3.745,scan-leak-inverse,194.8344403615508,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,23,23
6,6,46,0.0631018131971,4.166,scan-leak-inverse,184.0225280272295,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,23,23
7,7,42,0.0644727647305,3.821,scan-leak-inverse,225.61124124800153,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,23,23
8,8,49,0.0583221390843,4.148,scan-leak-inverse,201.90417467804457,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,23,23
1,1,43,3.83045444323e-05,4.318,scan-leak-inverse,236.3658494958657,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,24,24
2,2,45,0.348766475916,3.722,scan-leak-inverse,146.30950487458614,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,24,24
3,3,41,0.270157784224,3.691,scan-leak-inverse,147.5427345807289,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,24,24
4,4,48,0.209850624204,3.858,scan-leak-inverse,135.51293304995835,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,24,24
5,5,44,0.000249910255661,3.973,scan-leak-inverse,214.49759463002135,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,24,24
6,6,46,0.0590064637363,4.171,scan-leak-inverse,184.82528976753403,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,24,24
7,7,42,0.0527688786387,3.842,scan-leak-inverse,228.42075576023123,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,24,24
8,8,49,0.0591615326703,4.147,scan-leak-inverse,201.72493823214373,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,24,24
1,1,43,0.0322210900486,4.096,scan-leak-inverse,228.78698505568804,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,25,25
2,2,45,0.0709694549441,3.954,scan-leak-inverse,208.27757749358113,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,25,25
3,3,41,1.64226803463e-05,4.164,scan-leak-inverse,201.9216581468193,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,25,25
4,4,48,0.328575402498,3.758,scan-leak-inverse,115.25143626113547,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,25,25
5,5,44,0.226937443018,3.605,scan-leak-inverse,165.907025217667,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,25,25
6,6,46,0.27469432354,3.952,scan-leak-inverse,142.54661163373794,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,25,25
7,7,42,1.67275084095e-05,3.995,scan-leak-inverse,241.0838945663858,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,25,25
8,8,49,0.066569134593,4.136,scan-leak-inverse,200.14318652064924,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,25,25
1,1,43,3.39473808708e-05,4.318,scan-leak-inverse,236.36687558330527,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,26,26
2,2,45,0.347886443138,3.722,scan-leak-inverse,146.50581344155137,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,26,26
3,3,41,0.264413952827,3.695,scan-leak-inverse,148.69895651849205,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,26,26
4,4,48,0.213534072042,3.854,scan-leak-inverse,134.88431813389911,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,26,26
5,5,44,0.00014450965682,3.975,scan-leak-inverse,214.52018729337465,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,26,26
6,6,46,0.0574145391583,4.173,scan-leak-inverse,185.1373354566507,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,26,26
7,7,42,0.0601999349892,3.828,scan-leak-inverse,226.6369328065412,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,26,26
8,8,49,0.0563726201653,4.151,scan-leak-inverse,202.32045715635505,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,26,26
1,1,43,0.0427586883307,4.083,scan-leak-inverse,226.30544010381487,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,27,27
2,2,45,0.0608085207641,3.964,scan-leak-inverse,210.5441730997549,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,27,27
3,3,41,1.88326812349e-05,4.164,scan-leak-inverse,201.9211730183911,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,27,27
4,4,48,0.3399310112,3.749,scan-leak-inverse,113.31349514592068,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,27,27
5,5,44,0.215235903859,3.616,scan-leak-inverse,168.41525513136446,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,27,27
6,6,46,0.289112627506,3.94,scan-leak-inverse,139.72036618270266,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,27,27
7,7,42,2.06603435799e-05,3.995,scan-leak-inverse,241.08295049042684,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,27,27
8,8,49,0.0521137081087,4.158,scan-leak-inverse,203.2298663693404,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,27,27
1,1,43,0.120812468231,3.994,scan-leak-inverse,207.92421524584756,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,28,28
2,2,45,0.0815562456846,3.942,scan-leak-inverse,205.91598623132,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,28,28
3,3,41,0.336167305708,3.639,scan-leak-inverse,134.2551480264108,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,28,28
4,4,48,0.000604423345067,4.223,scan-leak-inverse,171.22275948802482,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,28,28
5,5,44,0.268557786942,3.57,scan-leak-inverse,156.9856867313311,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,28,28
6,6,46,0.167992070317,4.047,scan-leak-inverse,163.46216165250928,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,28,28
7,7,42,0.00288736657239,3.982,scan-leak-inverse,240.39479847929405,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,28,28
8,8,49,0.0214224047959,4.211,scan-leak-inverse,209.78340718452003,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,28,28
1,1,43,0.0452345050871,4.08,scan-leak-inverse,225.72239922399277,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,29,29
2,2,45,0.0552674457431,3.97,scan-leak-inverse,211.78021853352993,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,29,29
3,3,41,0.0591397956014,3.894,scan-leak-inverse,190.02023972399147,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,29,29
4,4,48,0.0671874061227,4.004,scan-leak-inverse,159.85974907752285,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,29,29
5,5,44,0.0684326291084,3.776,scan-leak-inverse,199.88259973918863,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,29,29
6,6,46,0.0826055258512,4.14,scan-leak-inverse,180.1994515199694,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,29,29
7,7,42,0.163717910647,3.699,scan-leak-inverse,201.78747232768413,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,29,29
8,8,49,0.458414793015,3.789,scan-leak-inverse,116.47204067365897,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,29,29
1,1,43,0.3063403368,3.849,scan-leak-inverse,164.23344877762324,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,30,30
2,2,45,2.60366832663e-05,4.261,scan-leak-inverse,224.10289800726574,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,30,30
3,3,41,0.261032521725,3.698,scan-leak-inverse,149.37963193372252,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,30,30
4,4,48,0.255366146564,3.818,scan-leak-inverse,127.74528232539734,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,30,30
5,5,44,3.88562839362e-05,3.976,scan-leak-inverse,214.5428341389519,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,30,30
6,6,46,0.0598351880908,4.17,scan-leak-inverse,184.66284497218288,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,30,30
7,7,42,0.0587401017547,3.831,scan-leak-inverse,226.98736535737032,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,30,30
8,8,49,0.0586207024753,4.148,scan-leak-inverse,201.84042217627248,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,30,30
1,1,43,0.0621624849737,4.06,scan-leak-inverse,221.73595545299037,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,31,31
2,2,45,0.037451505661,3.989,scan-leak-inverse,215.75441330682418,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,31,31
3,3,41,0.0474499091506,3.93,scan-leak-inverse,192.3733908230008,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,31,31
4,4,48,0.073231652379,3.996,scan-leak-inverse,158.8282417723703,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,31,31
5,5,44,0.0761994868517,3.766,scan-leak-inverse,198.21777046652034,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,31,31
6,6,46,0.0779853612185,4.146,scan-leak-inverse,181.10508642037058,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,31,31
7,7,42,0.154640972614,3.709,scan-leak-inverse,203.96638870898676,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,31,31
8,8,49,0.470878571272,3.779,scan-leak-inverse,113.81063921129318,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,31,31
1,1,43,3.0245322705e-05,4.318,scan-leak-inverse,236.36774739711967,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,32,32
2,2,45,0.346302837133,3.723,scan-leak-inverse,146.85906781258234,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,32,32
3,3,41,0.26369959116,3.696,scan-leak-inverse,148.84275611388298,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,32,32
4,4,48,0.217562794685,3.851,scan-leak-inverse,134.196778834461,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,32,32
5,5,44,9.97245369945e-05,3.975,scan-leak-inverse,214.52978700292638,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,32,32
6,6,46,0.0548947267234,4.176,scan-leak-inverse,185.6312637611442,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,32,32
7,7,42,0.0618380382657,3.826,scan-leak-inverse,226.2437065830664,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,32,32
8,8,49,0.055572129786,4.152,scan-leak-inverse,202.4913865665347,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,32,32
1,1,43,0.308987349272,3.847,scan-leak-inverse,163.6100922725081,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,33,33
2,2,45,5.20563553437e-05,4.261,scan-leak-inverse,224.09709380921072,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,33,33
3,3,41,0.25741481781,3.701,scan-leak-inverse,150.10786860046022,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,33,33
4,4,48,0.258197247982,3.815,scan-leak-inverse,127.26212831901466,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,33,33
5,5,44,0.000426118611358,3.97,scan-leak-inverse,214.4598242937607,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,33,33
6,6,46,0.0567568093538,4.174,scan-leak-inverse,185.26626226193667,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,33,33
7,7,42,0.0605970956385,3.828,scan-leak-inverse,226.54159450615595,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,33,33
8,8,49,0.0575684942305,4.149,scan-leak-inverse,202.06510112222944,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,33,33
1,1,43,3.00144020002e-05,4.318,scan-leak-inverse,236.367801777643,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,34,34
2,2,45,0.347196489573,3.723,scan-leak-inverse,146.6597211129514,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,34,34
3,3,41,0.267340689898,3.693,scan-leak-inverse,148.10981011539215,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,34,34
4,4,48,0.218822821975,3.85,scan-leak-inverse,133.98174336118396,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,34,34
5,5,44,0.000104348131572,3.975,scan-leak-inverse,214.52879593345506,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,34,34
6,6,46,0.0535099357367,4.178,scan-leak-inverse,185.90270756174826,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,34,34
7,7,42,0.0573010146618,3.834,scan-leak-inverse,227.33281780283608,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,34,34
8,8,49,0.0556947477162,4.152,scan-leak-inverse,202.46520385275258,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,34,34
1,1,43,3.39655125572e-05,4.318,scan-leak-inverse,236.3668713133954,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,35,35
2,2,45,0.348066568375,3.722,scan-leak-inverse,146.46563297551222,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,35,35
3,3,41,0.262375354767,3.697,scan-leak-inverse,149.1093222894101,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,35,35
4,4,48,0.214045494795,3.854,scan-leak-inverse,134.7970390450978,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,35,35
5,5,44,0.000145867918036,3.975,scan-leak-inverse,214.51989614950318,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,35,35
6,6,46,0.0562241747975,4.175,scan-leak-inverse,185.3706681612267,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,35,35
7,7,42,0.0626906752586,3.824,scan-leak-inverse,226.03903131654147,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,35,35
8,8,49,0.0564178340137,4.151,scan-leak-inverse,202.31080260379724,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,35,35
1,1,43,0.0702674090862,4.051,scan-leak-inverse,219.8272915451192,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,36,36
2,2,45,0.0394977554679,3.987,scan-leak-inverse,215.29795716418107,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,36,36
3,3,41,0.0644829720259,3.888,scan-leak-inverse,188.94466884240668,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,36,36
4,4,48,0.0793687924743,3.989,scan-leak-inverse,157.78088126245592,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,36,36
5,5,44,0.0733977332711,3.769,scan-leak-inverse,198.81832754248967,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,36,36
6,6,46,0.0807196125388,4.142,scan-leak-inverse,180.56912425906452,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,36,36
7,7,42,0.149380579591,3.715,scan-leak-inverse,205.22914455112578,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,36,36
8,8,49,0.442885130644,3.8,scan-leak-inverse,119.78810304993029,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,36,36
1,1,43,0.081583917141,4.037,scan-leak-inverse,217.16231773567685,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,37,37
2,2,45,0.0551824569702,3.97,scan-leak-inverse,211.7991769457996,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,37,37
3,3,41,0.297293394804,3.67,scan-leak-inverse,142.08038966169448,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,37,37
4,4,48,2.18448240048e-05,4.23,scan-leak-inverse,171.32218197592798,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,37,37
5,5,44,0.292883038521,3.549,scan-leak-inverse,151.7715586717983,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,37,37
6,6,46,0.209573730826,4.008,scan-leak-inverse,155.31141249801917,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,37,37
7,7,42,2.35764218814e-05,3.995,scan-leak-inverse,241.08225048666375,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,37,37
8,8,49,0.0634380728006,4.14,scan-leak-inverse,200.81176488117737,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,37,37
1,1,43,0.3091981709,3.847,scan-leak-inverse,163.5604449683783,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,38,38
2,2,45,4.87897887069e-05,4.261,scan-leak-inverse,224.09782248095044,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,38,38
3,3,41,0.269722700119,3.691,scan-leak-inverse,147.6303161534115,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,38,38
4,4,48,0.258665144444,3.815,scan-leak-inverse,127.18227739995177,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,38,38
5,5,44,0.000392276822822,3.971,scan-leak-inverse,214.46707829557923,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,38,38
6,6,46,0.0520219951868,4.18,scan-leak-inverse,186.19437052158614,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,38,38
7,7,42,0.0565736927092,3.835,scan-leak-inverse,227.5074112297428,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,38,38
8,8,49,0.0533771552145,4.156,scan-leak-inverse,202.96008140480853,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,38,38
1,1,43,0.0365317389369,4.091,scan-leak-inverse,227.77185155926037,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,39,39
2,2,45,0.0612217150629,3.964,scan-leak-inverse,210.4520020094235,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,39,39
3,3,41,2.26921620197e-05,4.164,scan-leak-inverse,201.92039611251707,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,39,39
4,4,48,0.338008582592,3.75,scan-leak-inverse,113.64157561595766,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,39,39
5,5,44,0.218278869987,3.614,scan-leak-inverse,167.76299404289497,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,39,39
6,6,46,0.293007284403,3.937,scan-leak-inverse,138.95694377432187,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,39,39
7,7,42,3.21054176311e-05,3.995,scan-leak-inverse,241.080203103671,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,39,39
8,8,49,0.0528969317675,4.157,scan-leak-inverse,203.06262393707723,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,39,39
1,1,43,0.0633906945586,4.059,scan-leak-inverse,221.4467190241897,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,40,40
2,2,45,0.0744380354881,3.95,scan-leak-inverse,207.50384259072496,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,40,40
3,3,41,0.062014002353,3.891,scan-leak-inverse,189.44166757063707,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,40,40
4,4,48,0.0300112459809,4.068,scan-leak-inverse,166.20420943497726,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,40,40
5,5,44,2.59958942479e-05,3.977,scan-leak-inverse,214.54559076897124,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,40,40
6,6,46,0.387731492519,3.86,scan-leak-inverse,120.38930482579735,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,40,40
7,7,42,0.382362484932,3.509,scan-leak-inverse,149.30190474305323,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,40,40
8,8,49,2.61276891251e-05,4.294,scan-leak-inverse,214.35217293171013,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,40,40
1,1,43,3.37450110237e-05,4.318,scan-leak-inverse,236.36692324026268,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,41,41
2,2,45,0.350743740797,3.72,scan-leak-inverse,145.86843717233316,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,41,41
3,3,41,0.264427483082,3.695,scan-leak-inverse,148.69623290483187,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,41,41
4,4,48,0.21585893631,3.852,scan-leak-inverse,134.4875582445365,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,41,41
5,5,44,0.000119329815789,3.975,scan-leak-inverse,214.525584603048,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,41,41
6,6,46,0.0577791146934,4.173,scan-leak-inverse,185.06587213127867,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,41,41
7,7,42,0.0593850240111,3.83,scan-leak-inverse,226.8325519539927,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,41,41
8,8,49,0.0516526922584,4.158,scan-leak-inverse,203.3283074867017,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,41,41
1,1,43,0.306167393923,3.849,scan-leak-inverse,164.27417584957004,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,42,42
2,2,45,2.38664488279e-05,4.261,scan-leak-inverse,224.10338212061154,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,42,42
3,3,41,0.257316738367,3.701,scan-leak-inverse,150.12761179899832,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,42,42
4,4,48,0.25265070796,3.82,scan-leak-inverse,128.2086973879123,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,42,42
5,5,44,3.18713209708e-05,3.976,scan-leak-inverse,214.54433136874516,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,42,42
6,6,46,0.0608615465462,4.169,scan-leak-inverse,184.46166035833744,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,42,42
7,7,42,0.0633781403303,3.823,scan-leak-inverse,225.87400552250668,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,42,42
8,8,49,0.0595697276294,4.146,scan-leak-inverse,201.63777600583654,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,42,42
1,1,43,0.0808266326785,4.038,scan-leak-inverse,217.34065395468429,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,43,43
2,2,45,0.0565850175917,3.969,scan-leak-inverse,211.4863082975269,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,43,43
3,3,41,0.288190424442,3.677,scan-leak-inverse,143.91279965145313,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,43,43
4,4,48,2.41265588556e-05,4.23,scan-leak-inverse,171.32179257647812,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,43,43
5,5,44,0.299729675055,3.543,scan-leak-inverse,150.30397920815273,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,43,43
6,6,46,0.217644378543,4.0,scan-leak-inverse,153.7294212006469,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,43,43
7,7,42,2.71584049187e-05,3.995,scan-leak-inverse,241.08139063265912,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,43,43
8,8,49,0.0569725595415,4.15,scan-leak-inverse,202.19235157711364,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,43,43
1,1,43,0.0811114236712,4.038,scan-leak-inverse,217.2735872824356,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,44,44
2,2,45,0.0644187629223,3.961,scan-leak-inverse,209.7388377961264,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,44,44
3,3,41,0.295836001635,3.671,scan-leak-inverse,142.37376003374686,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,44,44
